t_s,watts,rail,raw_power
1.184,5.166000,VDD_IN,"{'volt': 4968, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5166, 'online': True, 'avg': 5169, 'name': 'VDD_IN'}"
1.384,5.166000,VDD_IN,"{'volt': 4968, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5166, 'online': True, 'avg': 5169, 'name': 'VDD_IN'}"
1.585,5.166000,VDD_IN,"{'volt': 4968, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5166, 'online': True, 'avg': 5169, 'name': 'VDD_IN'}"
1.785,5.166000,VDD_IN,"{'volt': 4968, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5166, 'online': True, 'avg': 5169, 'name': 'VDD_IN'}"
1.985,5.166000,VDD_IN,"{'volt': 4968, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5166, 'online': True, 'avg': 5169, 'name': 'VDD_IN'}"
2.185,5.237000,VDD_IN,"{'volt': 4960, 'curr': 1056, 'warn': 3024, 'crit': 4032, 'power': 5237, 'online': True, 'avg': 5203, 'name': 'VDD_IN'}"
2.386,5.237000,VDD_IN,"{'volt': 4960, 'curr': 1056, 'warn': 3024, 'crit': 4032, 'power': 5237, 'online': True, 'avg': 5203, 'name': 'VDD_IN'}"
2.586,5.237000,VDD_IN,"{'volt': 4960, 'curr': 1056, 'warn': 3024, 'crit': 4032, 'power': 5237, 'online': True, 'avg': 5203, 'name': 'VDD_IN'}"
2.786,5.237000,VDD_IN,"{'volt': 4960, 'curr': 1056, 'warn': 3024, 'crit': 4032, 'power': 5237, 'online': True, 'avg': 5203, 'name': 'VDD_IN'}"
2.987,5.237000,VDD_IN,"{'volt': 4960, 'curr': 1056, 'warn': 3024, 'crit': 4032, 'power': 5237, 'online': True, 'avg': 5203, 'name': 'VDD_IN'}"
3.187,5.198000,VDD_IN,"{'volt': 4960, 'curr': 1048, 'warn': 3024, 'crit': 4032, 'power': 5198, 'online': True, 'avg': 5200, 'name': 'VDD_IN'}"
3.387,5.198000,VDD_IN,"{'volt': 4960, 'curr': 1048, 'warn': 3024, 'crit': 4032, 'power': 5198, 'online': True, 'avg': 5200, 'name': 'VDD_IN'}"
3.587,5.198000,VDD_IN,"{'volt': 4960, 'curr': 1048, 'warn': 3024, 'crit': 4032, 'power': 5198, 'online': True, 'avg': 5200, 'name': 'VDD_IN'}"
3.788,5.198000,VDD_IN,"{'volt': 4960, 'curr': 1048, 'warn': 3024, 'crit': 4032, 'power': 5198, 'online': True, 'avg': 5200, 'name': 'VDD_IN'}"
3.988,5.198000,VDD_IN,"{'volt': 4960, 'curr': 1048, 'warn': 3024, 'crit': 4032, 'power': 5198, 'online': True, 'avg': 5200, 'name': 'VDD_IN'}"
4.188,5.317000,VDD_IN,"{'volt': 4960, 'curr': 1072, 'warn': 3024, 'crit': 4032, 'power': 5317, 'online': True, 'avg': 5258, 'name': 'VDD_IN'}"
4.388,5.317000,VDD_IN,"{'volt': 4960, 'curr': 1072, 'warn': 3024, 'crit': 4032, 'power': 5317, 'online': True, 'avg': 5258, 'name': 'VDD_IN'}"
4.589,5.317000,VDD_IN,"{'volt': 4960, 'curr': 1072, 'warn': 3024, 'crit': 4032, 'power': 5317, 'online': True, 'avg': 5258, 'name': 'VDD_IN'}"
