t_s,watts,rail,raw_power
0.901,5.175000,VDD_IN,"{'volt': 4976, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5175, 'online': True, 'avg': 4899, 'name': 'VDD_IN'}"
1.101,5.175000,VDD_IN,"{'volt': 4976, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5175, 'online': True, 'avg': 4899, 'name': 'VDD_IN'}"
1.301,5.175000,VDD_IN,"{'volt': 4976, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5175, 'online': True, 'avg': 4899, 'name': 'VDD_IN'}"
1.502,5.175000,VDD_IN,"{'volt': 4976, 'curr': 1040, 'warn': 3024, 'crit': 4032, 'power': 5175, 'online': True, 'avg': 4899, 'name': 'VDD_IN'}"
1.702,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
1.902,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
2.102,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
2.303,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
2.503,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
2.703,4.687000,VDD_IN,"{'volt': 5008, 'curr': 936, 'warn': 3024, 'crit': 4032, 'power': 4687, 'online': True, 'avg': 4793, 'name': 'VDD_IN'}"
2.903,4.944000,VDD_IN,"{'volt': 4984, 'curr': 992, 'warn': 3024, 'crit': 4032, 'power': 4944, 'online': True, 'avg': 4868, 'name': 'VDD_IN'}"
