0,1,3,4,6,7,9,10,12,13,15,16,pred_x,pred_y,pred_z,inference_time_ms
16.79433,-18.675232,92.803665,69.7216,-12.09942,96.84498,-46.248585,-67.0159,-40.20269,-62.63397,-77.18277,76.64687,-32.777443,78.36197,70,0.6367872150000039
-11.879064,-53.90319,-23.228535,-28.721231,72.13188,12.811352,-42.96314,-76.14375,51.58576,-45.834057,-41.7281,-13.0486355,-27.248047,-42.165924,70,0.6367872150000039
91.25697,-66.895645,58.082607,54.56119,-33.80261,-33.700325,19.953339,-85.30933,90.72393,81.96079,-79.530266,-87.63615,54.540207,-78.77341,70,0.6367872150000039
-84.30898,-54.23921,9.733184,-76.800385,-85.448006,-97.01384,38.711437,34.901863,52.432518,-2.153725,53.039818,59.97805,-82.36145,-82.23532,70,0.6367872150000039
-26.953539,-30.734936,-90.199326,73.45979,-26.65388,-79.650665,-43.01496,-52.14944,13.985633,-97.81064,55.922043,63.574467,-41.662758,-78.02019,70,0.6367872150000039
-33.673668,-44.813118,-32.57807,-30.854708,-41.756187,-29.655697,-76.07116,-91.05403,58.70713,-31.376732,79.98367,-77.47296,-33.060387,-42.28629,70,0.6367872150000039
15.037848,15.727555,64.65501,-90.54674,-38.465298,-62.472893,28.047077,-26.306273,-4.67877,-90.850334,79.02452,83.00888,20.798027,-76.96706,70,0.6367872150000039
-36.588097,9.054536,4.128473,-98.98777,-85.18178,21.153547,35.105984,76.64186,-55.86121,-79.90971,30.874544,98.56084,-38.943375,76.88739,70,0.6367872150000039
-23.46049,-53.68997,6.585866,-44.286514,-87.18923,-58.07697,9.739351,96.68445,59.044323,-1.2676575,-28.13858,-43.29573,-27.383575,-42.165924,70,0.6367872150000039
-44.387783,-10.367114,-84.09149,-27.295334,-83.15583,96.95328,43.81784,-43.37865,71.141304,81.48332,-3.563664,75.1046,-39.665794,77.98192,70,0.6367872150000039
-20.321674,-88.56224,-92.34139,61.633987,-90.55468,16.559998,24.723953,3.1889536,-64.49844,-79.98207,45.321564,-51.112625,-81.592865,-77.479324,70,0.6367872150000039
38.956062,76.68728,11.120608,23.56362,-89.939316,95.51339,-77.661736,39.166725,-96.77648,72.22385,91.30962,92.12088,-78.69911,81.231094,70,0.6367872150000039
8.721593,-28.678991,-87.892296,83.96234,-97.36313,54.775665,-42.449226,-64.19858,35.878048,84.45509,-89.714966,2.689732,-80.28072,74.81604,70,0.6367872150000039
-17.867754,-87.45168,75.47851,26.427977,-41.081924,-56.100986,51.526863,89.05948,-99.897766,4.1132426,-88.30222,-44.89152,-72.79296,-31.46386,70,0.6367872150000039
-89.711235,42.90409,72.72206,-92.43904,-92.72364,-93.41892,-36.705948,-23.460491,28.119648,-13.424291,69.17722,-47.98541,-74.79454,-74.9019,70,0.6367872150000039
-8.310002,98.64034,54.80693,23.565872,39.822838,25.082075,53.02871,-94.96969,10.08387,80.753654,15.028745,-12.494364,51.52266,31.023193,70,0.6367872150000039
-93.96213,-87.95353,-99.38873,40.766224,11.620189,88.92351,-10.42501,94.92887,-85.86156,2.078858,-45.00749,-38.32462,-80.28072,76.96706,70,0.6367872150000039
-79.90593,42.81046,-53.808678,14.024153,-94.233604,89.439545,58.597153,40.37967,-40.74946,-30.698034,-8.314652,-91.8061,-35.79332,25.95514,70,0.6367872150000039
51.521564,-67.56241,-49.522457,60.54312,-7.111028,32.303226,69.590576,-61.376945,67.704636,70.20579,42.25233,-87.48048,55.561417,-9.970467,70,0.6367872150000039
98.63438,58.608475,73.25993,-84.67548,78.74384,34.697083,-73.86383,-92.88414,11.817525,-35.23664,12.978953,-94.62322,55.018875,-78.21063,70,0.6367872150000039
94.38946,-18.991566,-50.28835,-99.633255,35.860287,-48.770798,61.559875,1.2028627,-31.747768,45.81294,-46.114777,23.475967,-30.80233,-43.560783,70,0.6367872150000039
-5.7736073,83.61332,52.49376,-13.5074005,-49.370537,-78.11571,93.89175,-42.86644,-6.277537,-90.675896,-5.322134,-46.969498,-19.02797,-73.51961,70,0.6367872150000039
51.387096,-94.17502,-27.06112,26.017067,54.631783,-91.859886,-1.4584217,-41.614548,55.093266,-41.83975,81.99259,31.08381,53.118164,-71.4099,70,0.6367872150000039
-31.488245,69.55499,95.905624,81.22762,7.2779846,33.26357,-37.82379,65.75053,63.949955,-51.21931,99.86468,85.22606,56.232788,82.85805,70,0.6367872150000039
53.174213,-56.6187,-20.281937,15.576718,-85.282616,-38.68196,43.018288,-78.56302,-99.57022,-10.857596,-81.19045,25.00617,-77.32273,-17.813263,70,0.6367872150000039
18.577738,-91.60995,25.888165,-12.596949,-8.914463,-42.835064,-92.340355,-77.15497,-84.30244,-73.50013,24.981869,34.82724,-78.24855,-79.32331,70,0.6367872150000039
-80.63803,-97.85051,-27.521942,-77.23271,94.37581,-63.61081,46.354317,-54.22184,48.200027,-52.05897,50.711727,-73.65601,53.467773,-85.09986,70,0.6367872150000039
-49.909348,-22.04659,70.21849,9.359686,-18.371809,95.090126,66.6979,-92.2057,74.98848,1.2668158,-7.8265095,76.05177,56.39946,27.812027,70,0.6367872150000039
16.836355,99.04676,-53.88768,-83.1578,-45.373608,73.99677,-83.81697,-58.578117,-44.57903,15.723447,-26.277664,76.0488,-38.67383,78.84747,70,0.6367872150000039
-79.22755,-11.948869,-86.51709,22.492294,-35.43123,34.47108,-21.5281,94.64943,53.929207,-67.5211,-22.579002,80.95689,-77.518326,77.16522,70,0.6367872150000039
52.424225,74.690926,85.073296,21.133766,-41.96779,18.159443,-94.81228,80.48383,-79.5639,79.551895,-26.37225,95.11588,-41.238064,81.78769,70,0.6367872150000039
93.60176,28.610641,90.19268,-76.96992,-92.23342,55.611298,-34.87691,-15.390326,-30.06917,36.092823,58.71129,82.48657,-30.04914,24.49179,70,0.6367872150000039
82.49431,12.531135,-73.32414,75.51825,-45.699703,-99.92694,-24.748848,-26.767786,99.82149,-99.24059,-26.57757,11.565975,-34.960106,-72.167,70,0.6367872150000039
-39.75895,49.256958,-46.033638,-93.58562,-54.3651,1.9502842,-86.82796,45.83949,53.136837,-0.95497984,-84.99961,-21.771215,-36.662888,15.701553,70,0.6367872150000039
66.909065,-53.86158,-39.357597,47.672146,-15.065063,-51.039345,-19.679358,85.39415,49.50649,-42.20626,-11.389707,17.756092,-34.57373,20.949806,70,0.6367872150000039
-10.173223,88.41203,-33.629738,-54.879242,-88.81489,-80.66809,74.00112,18.47678,-41.474564,17.951986,-52.111446,38.594303,-34.293983,21.776985,70,0.6367872150000039
54.460224,1.9529209,16.657433,-82.30027,-15.175588,77.71669,39.08994,-99.44483,-53.271523,-24.521109,56.44509,18.551697,19.908775,-80.10657,70,0.6367872150000039
36.65432,26.089788,-85.7902,7.1607256,-22.331139,-30.71082,-36.254337,-56.27606,43.30246,-75.506,39.940514,33.51219,-33.775963,16.213104,70,0.6367872150000039
-12.826897,30.128382,-48.155094,-82.90405,-80.67605,-26.270954,-86.3095,16.74585,62.493305,70.27534,-57.64565,-83.81697,-83.43135,-74.00959,70,0.6367872150000039
-32.427242,-99.85372,49.59649,83.11238,1.1029276,-52.56487,26.614294,78.95713,58.79769,-2.2315116,-83.77959,-25.707718,21.521011,23.110031,70,0.6367872150000039
43.984093,93.41101,94.43273,40.133568,-38.497112,-64.449585,-90.0469,62.126556,65.630264,22.597122,57.95421,34.477413,55.290848,30.514694,70,0.6367872150000039
-44.983776,-47.68768,69.5034,-64.44367,54.737373,-80.727585,-28.784986,88.959724,-44.250595,-3.5593839,85.661674,32.30729,-34.207787,-61.431473,70,0.6367872150000039
-46.497837,98.72182,1.2733643,-99.81025,-92.58314,-61.352463,47.26598,-46.484783,-38.03127,-27.540703,60.670033,11.853867,-34.143105,-39.459885,70,0.6367872150000039
93.46477,5.7269354,96.226685,-30.28378,90.057556,57.750126,-54.239223,-91.09768,97.98398,89.91027,-53.830936,23.96593,57.749146,32.45024,70,0.6367872150000039
-52.66247,44.71434,-83.84722,12.379435,97.92834,40.352497,6.121001,-86.9934,80.48037,95.47776,52.251564,18.235746,53.397995,31.045273,70,0.6367872150000039
-26.573803,-18.744066,-21.020458,32.25564,-47.015415,-99.868164,68.47689,-16.740875,-55.829247,-91.89434,25.370033,-22.873402,-36.599457,-67.97336,70,0.6367872150000039
-19.097708,6.0155063,76.3912,97.611305,-50.32655,44.471947,-46.772785,-58.135696,67.2636,47.40215,-29.55644,-81.60214,-33.819214,12.447319,70,0.6367872150000039
-3.8130348,96.346016,58.41168,-58.70878,-37.102486,15.864523,-24.438831,96.87622,-53.340466,-14.556964,-60.74661,75.323845,-38.48684,77.40114,70,0.6367872150000039
-16.257135,76.44117,98.62314,-30.456316,-90.04425,-46.9438,-46.352936,75.077446,-29.333584,-98.35652,-38.71819,-82.51852,-40.48556,-77.2047,70,0.6367872150000039
59.226997,73.37241,19.947863,93.20325,-51.800907,55.014168,72.98235,12.070086,82.08047,33.183258,-11.048769,-95.67308,53.572327,80.48782,70,0.6367872150000039
56.791817,87.592026,-42.20004,-3.8464708,11.006427,99.560356,29.092457,-35.337696,77.787575,76.54252,-53.96617,-94.27235,8.275688,80.280716,70,0.6367872150000039
40.153362,-50.314274,49.29274,20.928728,18.309658,-49.782303,27.713985,-1.6688429,-21.145708,17.83018,-2.545555,77.62396,22.311234,23.928772,70,0.6367872150000039
-42.6897,2.86509,-45.302963,-30.62601,23.993317,9.58154,-77.654884,-15.100473,-54.36759,19.993675,-82.01317,-30.178902,-37.021614,6.485054,70,0.6367872150000039
-92.320724,-50.18157,60.908337,-96.93177,12.0985,31.8128,-88.58006,29.899902,-97.65972,19.581657,-15.112238,-99.203865,-79.14143,-75.17918,70,0.6367872150000039
59.46593,10.230571,-92.82676,-26.815996,17.968695,29.805826,29.643902,-27.596704,-81.43535,62.854305,-54.8272,75.74272,-80.00139,29.84903,70,0.6367872150000039
25.987621,77.08577,67.07845,24.649885,-76.79129,9.780049,98.72986,60.04239,23.0752,28.6926,-76.345215,3.988093,53.711456,32.012726,70,0.6367872150000039
-46.65029,64.2571,62.36376,28.632347,13.990838,-81.09996,59.378937,57.278748,-11.215564,-54.812984,93.820946,-54.051144,56.96283,24.721237,70,0.6367872150000039
-80.85985,88.42929,-49.253223,33.253696,-38.20655,-65.86532,-88.26025,-35.56331,-24.09587,94.24756,21.514023,2.0900095,-37.735687,74.38286,70,0.6367872150000039
-44.86872,-8.421499,61.35752,21.61062,-26.706203,26.569588,59.50853,-56.793713,28.103079,-12.858649,59.40318,68.00764,55.696274,30.536835,70,0.6367872150000039
-42.534218,7.348383,70.66943,-80.33475,69.264206,57.889065,55.031536,17.188066,59.234596,4.1302967,14.424334,-85.188614,57.488205,27.518997,70,0.6367872150000039
57.93784,85.40925,-46.891636,12.679181,-21.31002,-76.71968,-78.869354,-49.645233,-17.373198,-49.272583,-31.047068,2.574748,-37.337208,-21.113144,70,0.6367872150000039
57.62684,-9.107465,-35.55044,-72.67735,-8.624432,-85.3311,43.45157,76.43421,-53.041996,-90.94409,-36.00614,56.0479,-36.04833,-81.36334,70,0.6367872150000039
-11.588854,26.046988,-93.06818,-87.87943,-26.848242,-38.721863,-37.716045,-47.290325,-28.463598,95.45514,-35.902542,-48.06042,-39.748055,-34.93866,70,0.6367872150000039
66.476906,-44.394608,-83.67623,79.92298,-62.63691,-77.71891,33.877228,81.9204,-17.74165,95.24688,61.374023,-26.003553,54.74579,80.38452,70,0.6367872150000039
-92.28926,85.08915,-40.50649,33.99139,14.078521,94.624084,91.80724,-94.8424,-2.5034046,78.722664,63.906174,-8.40453,-36.852943,81.592865,70,0.6367872150000039
-82.18956,66.937485,-93.88491,98.74095,-58.767197,-82.6764,54.898277,93.43921,67.13729,88.39055,79.88667,3.7906888,-77.8668,85.12671,70,0.6367872150000039
-67.63656,94.809586,-97.88928,96.8108,-14.597997,-84.77864,-85.054245,-2.2387714,-28.323166,-54.12392,-32.12919,-54.262817,-75.15794,76.72737,70,0.6367872150000039
28.777613,-86.95866,-96.528244,23.278164,-6.52278,-89.19334,39.945446,-99.940895,-10.870206,-39.60257,-92.93323,-28.466343,-76.24182,-78.77341,70,0.6367872150000039
-41.153973,27.419653,53.193733,-31.22912,-27.207993,-36.57599,-16.91115,25.051302,86.63888,23.40929,-69.401764,-98.368675,-33.103867,18.42723,70,0.6367872150000039
20.74672,11.279153,85.65129,78.800705,-48.595165,-18.837503,-40.078354,-92.64587,0.5131313,-92.45228,-54.54918,57.803318,-34.40165,-75.49571,70,0.6367872150000039
9.429551,24.594378,1.6263484,-86.020096,-32.85984,11.032747,-31.652395,-96.74485,37.098026,88.75107,-41.349876,19.979698,-34.31553,17.576775,70,0.6367872150000039
78.726944,10.74232,21.28973,-7.865595,-75.21644,29.912514,62.88966,-37.74601,2.3104427,-96.85047,-36.498554,-38.661835,31.551819,-47.62088,70,0.6367872150000039
81.149605,8.777366,16.150858,95.679436,94.452065,-80.10691,-50.407745,36.210346,-85.37542,42.177917,26.375101,-41.53824,7.2504883,28.844849,70,0.6367872150000039
33.63298,94.03641,91.20363,94.61436,17.859404,-43.73062,91.17391,4.733207,-27.411581,23.175665,-29.685204,-9.247829,53.012924,30.603271,70,0.6367872150000039
-54.86272,-26.570807,62.707394,-64.01641,-87.077415,-6.8059545,-49.89851,-52.180843,-36.60049,41.82858,-45.39505,-73.33067,-34.53073,-37.14795,70,0.6367872150000039
54.48378,-75.30302,-93.39469,25.338585,-40.499584,-12.520102,73.33279,-81.025116,-30.855732,28.096092,-96.855225,48.516335,-71.908615,16.889824,70,0.6367872150000039
-37.531532,-29.555529,-1.1559457,-86.21897,5.9621706,-79.36431,50.48159,73.32255,99.03764,13.171163,69.34533,45.62311,55.018875,-80.07156,70,0.6367872150000039
-81.417694,17.331408,59.76403,5.6094203,77.76489,83.12668,-27.175634,-15.891538,69.14092,12.405538,-59.500973,94.35478,53.711456,31.00113,70,0.6367872150000039
51.76092,-88.2155,96.942726,52.932487,44.028797,80.92241,-51.071724,73.951866,-84.619995,54.093296,41.99889,-80.74581,56.09909,82.58026,70,0.6367872150000039
-29.671814,-16.44248,-56.72265,80.7851,9.016525,-45.77467,-44.07915,-1.1602795,-52.852867,-70.59446,66.87477,-17.026604,-28.77768,-40.137924,70,0.6367872150000039
-97.622375,-12.611261,29.835855,27.393457,95.59421,-34.921356,97.45017,12.171046,94.32084,-30.034966,-49.394115,-17.979776,55.864426,25.864044,70,0.6367872150000039
-39.065605,36.33416,-47.20998,-83.18571,65.85726,-5.4730744,-41.48247,-25.083717,22.573702,-7.24416,-97.604904,51.522827,-35.963295,19.627258,70,0.6367872150000039
64.55366,-70.973785,60.014217,41.404713,-15.909885,99.0159,-89.43559,36.47189,-6.5718665,-87.097115,31.669334,-43.725426,54.950714,-12.807724,70,0.6367872150000039
-48.343807,-56.70946,-41.59481,77.79573,76.359726,22.54989,5.6543,-78.248795,77.77646,33.661877,44.538433,93.67567,53.711456,78.32422,70,0.6367872150000039
-85.697464,-98.58211,-50.691505,61.106903,73.849976,1.2302244,-75.59999,65.81303,-39.41163,98.268555,-44.93007,87.84161,-39.953423,82.67331,70,0.6367872150000039
-55.354862,80.780754,8.122181,78.50849,37.481792,-81.18496,13.133518,7.2178326,-63.978706,-93.70605,-76.044075,0.416273,-26.999298,23.53711,70,0.6367872150000039
-54.661808,-41.90073,-14.390236,87.634125,-64.54631,97.90223,-29.02987,11.548858,-89.33762,-4.520843,0.8015024,-50.934864,-39.150272,19.227898,70,0.6367872150000039
-45.592255,-99.09435,13.929075,-42.991417,-83.7936,31.48895,-6.711476,97.75891,-79.03016,42.854897,89.46518,14.842239,-71.38597,27.812027,70,0.6367872150000039
-47.948444,-1.897228,-52.28364,-73.02265,-96.33621,66.7774,47.50205,87.769936,76.77418,25.315462,-47.705574,28.12321,-32.472076,25.590454,70,0.6367872150000039
-82.47422,29.915136,10.220064,-93.80156,-83.47269,-61.45897,97.991646,-94.024925,71.27775,10.768108,96.468346,12.405596,55.763596,-79.68277,70,0.6367872150000039
29.333443,-94.439995,-90.386444,15.508052,53.941093,-44.853413,-78.29566,69.9531,52.012726,-55.236443,8.544155,81.52956,57.488205,-46.11573,70,0.6367872150000039
23.127754,-84.46026,14.455005,98.82393,88.45997,4.131337,-26.876877,34.135517,38.673744,29.46994,56.939877,60.531956,54.334,31.089386,70,0.6367872150000039
-4.060729,-36.061447,-71.48396,-88.06332,-94.89259,92.80622,-98.60051,61.729088,68.005486,-42.69448,57.7782,-84.45687,-79.75397,-74.49177,70,0.6367872150000039
85.5281,13.591919,-92.13654,8.514001,94.19431,-13.547413,-13.191929,-45.488758,76.33566,6.2409196,64.948814,-22.446024,59.22679,6.238846,70,0.6367872150000039
26.264172,-43.939075,-95.86121,13.080353,-43.377953,-86.46444,-80.532166,-63.766422,99.96105,-91.732605,-44.01209,25.294172,-67.123566,-78.02019,70,0.6367872150000039
-50.485737,66.27136,99.13412,-90.26989,71.758575,34.034863,-47.945053,-24.165888,80.56364,2.447102,6.6518116,-52.426632,15.701553,20.914795,70,0.6367872150000039
2.940133,-35.626118,17.116491,-54.07245,-38.110268,-88.842545,-16.474268,29.007328,7.9560547,-94.50973,-30.949095,-82.79839,-33.0169,-78.02019,70,0.6367872150000039
68.20728,86.31637,58.49249,-16.392706,-28.945982,-99.163185,-22.17847,-23.617731,-80.122,59.1585,-15.9305105,-77.30608,-34.85289,-76.32332,70,0.6367872150000039
-24.451477,-45.895153,-97.20424,-47.252026,-54.23527,17.55317,-94.201515,-80.69184,-99.63407,-26.24038,-36.383614,-43.280483,-73.42967,-34.40165,70,0.6367872150000039
