"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"827","-12.032271638701234","-12.032271638701234","-12.032271638701234","-12.040204700035385","-12.040204700035385","-12.040204700035385","-12.036340459992614","-12.036340459992614","-12.036340459992614","-12.040923577320727","-12.040923577320727","-12.040923577320727","-12.036461311050608","-12.036461311050608","-12.036461311050608"
"828","-12.0293007500564","-12.0293007500564","-12.0293007500564","-12.0375676456886","-12.0375676456886","-12.0375676456886","-12.038720396500599","-12.038720396500599","-12.038720396500599","-12.040541769583013","-12.040541769583013","-12.040541769583013","-12.035161344310906","-12.035161344310906","-12.035161344310906"
"829","-12.03073167197312","-12.03073167197312","-12.03073167197312","-12.038912881778765","-12.038912881778765","-12.038912881778765","-12.037078410764284","-12.037078410764284","-12.037078410764284","-12.041069779214979","-12.041069779214979","-12.041069779214979","-12.035872978500173","-12.035872978500173","-12.035872978500173"
"830","-12.030960590024538","-12.030960590024538","-12.030960590024538","-12.040374067765248","-12.040374067765248","-12.040374067765248","-12.03969214234171","-12.03969214234171","-12.03969214234171","-12.041581926466543","-12.041581926466543","-12.041581926466543","-12.031072978731952","-12.031072978731952","-12.031072978731952"
"831","-12.029235972633845","-12.029235972633845","-12.029235972633845","-12.03618801696391","-12.03618801696391","-12.03618801696391","-12.040696928772745","-12.040696928772745","-12.040696928772745","-12.038968846767764","-12.038968846767764","-12.038968846767764","-12.035873232008536","-12.035873232008536","-12.035873232008536"
"832","-12.02767765672901","-12.02767765672901","-12.02767765672901","-12.040510515623454","-12.040510515623454","-12.040510515623454","-12.03468060795265","-12.03468060795265","-12.03468060795265","-12.043005291419693","-12.043005291419693","-12.043005291419693","-12.034775009638146","-12.034775009638146","-12.034775009638146"
"833","-12.030910178075862","-12.030910178075862","-12.030910178075862","-12.042070159429237","-12.042070159429237","-12.042070159429237","-12.041039334067815","-12.041039334067815","-12.041039334067815","-12.04038808315615","-12.04038808315615","-12.04038808315615","-12.034087217306789","-12.034087217306789","-12.034087217306789"
"834","-12.030787117873565","-12.030787117873565","-12.030787117873565","-12.041603740257553","-12.041603740257553","-12.041603740257553","-12.039016325262528","-12.039016325262528","-12.039016325262528","-12.038738274876076","-12.038738274876076","-12.038738274876076","-12.034405732456642","-12.034405732456642","-12.034405732456642"
"835","-12.030063713653178","-12.030063713653178","-12.030063713653178","-12.040690192693397","-12.040690192693397","-12.040690192693397","-12.039735926857478","-12.039735926857478","-12.039735926857478","-12.036419192446939","-12.036419192446939","-12.036419192446939","-12.033158314378955","-12.033158314378955","-12.033158314378955"
"836","-12.030587968947012","-12.030587968947012","-12.030587968947012","-12.039290488520756","-12.039290488520756","-12.039290488520756","-12.041292842430405","-12.041292842430405","-12.041292842430405","-12.03545811810071","-12.03545811810071","-12.03545811810071","-12.030073250396342","-12.030073250396342","-12.030073250396342"
"837","-12.032013325751583","-12.032013325751583","-12.032013325751583","-12.041355905653555","-12.041355905653555","-12.041355905653555","-12.03941701333734","-12.03941701333734","-12.03941701333734","-12.038675332371193","-12.038675332371193","-12.038675332371193","-12.035250953481167","-12.035250953481167","-12.035250953481167"
"838","-12.030833111533635","-12.030833111533635","-12.030833111533635","-12.040719780740858","-12.040719780740858","-12.040719780740858","-12.042781684972063","-12.042781684972063","-12.042781684972063","-12.035735154453713","-12.035735154453713","-12.035735154453713","-12.03706601299817","-12.03706601299817","-12.03706601299817"
"839","-12.030372390264198","-12.030372390264198","-12.030372390264198","-12.041755145109153","-12.041755145109153","-12.041755145109153","-12.041696307025378","-12.041696307025378","-12.041696307025378","-12.038901558405236","-12.038901558405236","-12.038901558405236","-12.03525985041751","-12.03525985041751","-12.03525985041751"
"840","-12.030000891866564","-12.030000891866564","-12.030000891866564","-12.040311209763153","-12.040311209763153","-12.040311209763153","-12.043035700351377","-12.043035700351377","-12.043035700351377","-12.038691351685342","-12.038691351685342","-12.038691351685342","-12.03680058974254","-12.03680058974254","-12.03680058974254"
"841","-12.029297876961623","-12.029297876961623","-12.029297876961623","-12.038463520098336","-12.038463520098336","-12.038463520098336","-12.042599484890323","-12.042599484890323","-12.042599484890323","-12.03927787346176","-12.03927787346176","-12.03927787346176","-12.034863870355148","-12.034863870355148","-12.034863870355148"
"842","-12.029199877871743","-12.029199877871743","-12.029199877871743","-12.037360155129734","-12.037360155129734","-12.037360155129734","-12.041905584214609","-12.041905584214609","-12.041905584214609","-12.03139226647872","-12.03139226647872","-12.03139226647872","-12.0316664538806","-12.0316664538806","-12.0316664538806"
"843","-12.028692414488974","-12.028692414488974","-12.028692414488974","-12.036435718777813","-12.036435718777813","-12.036435718777813","-12.041543900212154","-12.041543900212154","-12.041543900212154","-12.029970676084108","-12.029970676084108","-12.029970676084108","-12.036489764346353","-12.036489764346353","-12.036489764346353"
"844","-12.02832783324809","-12.02832783324809","-12.02832783324809","-12.038751143443433","-12.038751143443433","-12.038751143443433","-12.042643281477917","-12.042643281477917","-12.042643281477917","-12.030253784565986","-12.030253784565986","-12.030253784565986","-12.03677787056452","-12.03677787056452","-12.03677787056452"
"845","-12.030901136277597","-12.030901136277597","-12.030901136277597","-12.039073002489307","-12.039073002489307","-12.039073002489307","-12.042598374282257","-12.042598374282257","-12.042598374282257","-12.032249486899074","-12.032249486899074","-12.032249486899074","-12.032369601575635","-12.032369601575635","-12.032369601575635"
"846","-12.029595012906231","-12.029595012906231","-12.029595012906231","-12.038084597527225","-12.038084597527225","-12.038084597527225","-12.042841066288043","-12.042841066288043","-12.042841066288043","-12.032781600952148","-12.032781600952148","-12.032781600952148","-12.028130386449114","-12.028130386449114","-12.028130386449114"
"847","-12.028681960286974","-12.028681960286974","-12.028681960286974","-12.035838042633443","-12.035838042633443","-12.035838042633443","-12.038432157492336","-12.038432157492336","-12.038432157492336","-12.033649106568928","-12.033649106568928","-12.033649106568928","-12.035338848452025","-12.035338848452025","-12.035338848452025"
"848","-12.027907987184163","-12.027907987184163","-12.027907987184163","-12.039989676656603","-12.039989676656603","-12.039989676656603","-12.04152989689308","-12.04152989689308","-12.04152989689308","-12.035152556021002","-12.035152556021002","-12.035152556021002","-12.035499452035639","-12.035499452035639","-12.035499452035639"
"849","-12.029288255715672","-12.029288255715672","-12.029288255715672","-12.038880879365944","-12.038880879365944","-12.038880879365944","-12.042832447003715","-12.042832447003715","-12.042832447003715","-12.033425137966494","-12.033425137966494","-12.033425137966494","-12.033094913144655","-12.033094913144655","-12.033094913144655"
"850","-12.02946708775774","-12.02946708775774","-12.02946708775774","-12.040426507780824","-12.040426507780824","-12.040426507780824","-12.043415950823434","-12.043415950823434","-12.043415950823434","-12.03490199318415","-12.03490199318415","-12.03490199318415","-12.034419892709467","-12.034419892709467","-12.034419892709467"
"851","-12.03011259247985","-12.03011259247985","-12.03011259247985","-12.037434855593911","-12.037434855593911","-12.037434855593911","-12.041193720660631","-12.041193720660631","-12.041193720660631","-12.035563782800603","-12.035563782800603","-12.035563782800603","-12.03591247751743","-12.03591247751743","-12.03591247751743"
"852","-12.02939476544344","-12.02939476544344","-12.02939476544344","-12.038456723659854","-12.038456723659854","-12.038456723659854","-12.042896995061561","-12.042896995061561","-12.042896995061561","-12.032437916043438","-12.032437916043438","-12.032437916043438","-12.036412552942204","-12.036412552942204","-12.036412552942204"
"853","-12.027161743067488","-12.027161743067488","-12.027161743067488","-12.035669568218763","-12.035669568218763","-12.035669568218763","-12.042430020585845","-12.042430020585845","-12.042430020585845","-12.029880173598663","-12.029880173598663","-12.029880173598663","-12.036845557297333","-12.036845557297333","-12.036845557297333"
"854","-12.02728267862827","-12.02728267862827","-12.02728267862827","-12.036113014704064","-12.036113014704064","-12.036113014704064","-12.040872827360902","-12.040872827360902","-12.040872827360902","-12.037020429780211","-12.037020429780211","-12.037020429780211","-12.03506753414492","-12.03506753414492","-12.03506753414492"
"855","-12.03017321719399","-12.03017321719399","-12.03017321719399","-12.035973029800608","-12.035973029800608","-12.035973029800608","-12.042577321016335","-12.042577321016335","-12.042577321016335","-12.037567826766002","-12.037567826766002","-12.037567826766002","-12.036187823814682","-12.036187823814682","-12.036187823814682"
"856","-12.029187202453613","-12.029187202453613","-12.029187202453613","-12.037218419811394","-12.037218419811394","-12.037218419811394","-12.045469634140595","-12.045469634140595","-12.045469634140595","-12.037062005151677","-12.037062005151677","-12.037062005151677","-12.03862111779708","-12.03862111779708","-12.03862111779708"
"857","-12.03000339073471","-12.03000339073471","-12.03000339073471","-12.036138256893882","-12.036138256893882","-12.036138256893882","-12.041861401328557","-12.041861401328557","-12.041861401328557","-12.03711452967004","-12.03711452967004","-12.03711452967004","-12.036328231232076","-12.036328231232076","-12.036328231232076"
"858","-12.030760608141936","-12.030760608141936","-12.030760608141936","-12.03518336332297","-12.03518336332297","-12.03518336332297","-12.043401802642435","-12.043401802642435","-12.043401802642435","-12.035859602916089","-12.035859602916089","-12.035859602916089","-12.0375583624538","-12.0375583624538","-12.0375583624538"
"859","-12.030382820322544","-12.030382820322544","-12.030382820322544","-12.033853060082544","-12.033853060082544","-12.033853060082544","-12.039449003678333","-12.039449003678333","-12.039449003678333","-12.038331104230277","-12.038331104230277","-12.038331104230277","-12.032996732977372","-12.032996732977372","-12.032996732977372"
"860","-12.027234946625143","-12.027234946625143","-12.027234946625143","-12.038047150720525","-12.038047150720525","-12.038047150720525","-12.041357885433149","-12.041357885433149","-12.041357885433149","-12.029025065747998","-12.029025065747998","-12.029025065747998","-12.034931037999407","-12.034931037999407","-12.034931037999407"
"861","-12.031225699412671","-12.031225699412671","-12.031225699412671","-12.038601501078546","-12.038601501078546","-12.038601501078546","-12.040649124338657","-12.040649124338657","-12.040649124338657","-12.036857194538358","-12.036857194538358","-12.036857194538358","-12.035456259039384","-12.035456259039384","-12.035456259039384"
"862","-12.028761091111582","-12.028761091111582","-12.028761091111582","-12.038292027726959","-12.038292027726959","-12.038292027726959","-12.042153949978985","-12.042153949978985","-12.042153949978985","-12.03449531748325","-12.03449531748325","-12.03449531748325","-12.036130796504926","-12.036130796504926","-12.036130796504926"
"863","-12.028465367570709","-12.028465367570709","-12.028465367570709","-12.040183948565133","-12.040183948565133","-12.040183948565133","-12.040014906774593","-12.040014906774593","-12.040014906774593","-12.035080306137665","-12.035080306137665","-12.035080306137665","-12.03499311133276","-12.03499311133276","-12.03499311133276"
"864","-12.030922696560244","-12.030922696560244","-12.030922696560244","-12.038694043702717","-12.038694043702717","-12.038694043702717","-12.046396484857873","-12.046396484857873","-12.046396484857873","-12.035276352604733","-12.035276352604733","-12.035276352604733","-12.030883161327507","-12.030883161327507","-12.030883161327507"
"865","-12.031236841708798","-12.031236841708798","-12.031236841708798","-12.040635772898227","-12.040635772898227","-12.040635772898227","-12.046102366869963","-12.046102366869963","-12.046102366869963","-12.036725092537795","-12.036725092537795","-12.036725092537795","-12.032834306547914","-12.032834306547914","-12.032834306547914"
"866","-12.031278320505649","-12.031278320505649","-12.031278320505649","-12.039410506622701","-12.039410506622701","-12.039410506622701","-12.044692679296565","-12.044692679296565","-12.044692679296565","-12.035452915143363","-12.035452915143363","-12.035452915143363","-12.034148493899576","-12.034148493899576","-12.034148493899576"
"867","-12.030288575570795","-12.030288575570795","-12.030288575570795","-12.035954052888894","-12.035954052888894","-12.035954052888894","-12.040294623073143","-12.040294623073143","-12.040294623073143","-12.039009613326833","-12.039009613326833","-12.039009613326833","-12.036654870721359","-12.036654870721359","-12.036654870721359"
"868","-12.028209819069392","-12.028209819069392","-12.028209819069392","-12.034868252428272","-12.034868252428272","-12.034868252428272","-12.043829688543006","-12.043829688543006","-12.043829688543006","-12.031252885166603","-12.031252885166603","-12.031252885166603","-12.034199147284786","-12.034199147284786","-12.034199147284786"
"869","-12.030871294721772","-12.030871294721772","-12.030871294721772","-12.033007790770712","-12.033007790770712","-12.033007790770712","-12.041440927529637","-12.041440927529637","-12.041440927529637","-12.037728756288939","-12.037728756288939","-12.037728756288939","-12.031546640999709","-12.031546640999709","-12.031546640999709"
"870","-12.030437228045885","-12.030437228045885","-12.030437228045885","-12.035076889810682","-12.035076889810682","-12.035076889810682","-12.047786905795713","-12.047786905795713","-12.047786905795713","-12.039671584020686","-12.039671584020686","-12.039671584020686","-12.033079630211938","-12.033079630211938","-12.033079630211938"
"871","-12.031590775598454","-12.031590775598454","-12.031590775598454","-12.035175311414502","-12.035175311414502","-12.035175311414502","-12.042408218866662","-12.042408218866662","-12.042408218866662","-12.037196593948558","-12.037196593948558","-12.037196593948558","-12.0364481044721","-12.0364481044721","-12.0364481044721"
"872","-12.029659971406188","-12.029659971406188","-12.029659971406188","-12.033985572525218","-12.033985572525218","-12.033985572525218","-12.044592640067957","-12.044592640067957","-12.044592640067957","-12.03687862203091","-12.03687862203091","-12.03687862203091","-12.038176934930343","-12.038176934930343","-12.038176934930343"
"873","-12.029673443564885","-12.029673443564885","-12.029673443564885","-12.037914251979393","-12.037914251979393","-12.037914251979393","-12.044129540648642","-12.044129540648642","-12.044129540648642","-12.038994559758827","-12.038994559758827","-12.038994559758827","-12.038076581834238","-12.038076581834238","-12.038076581834238"
"874","-12.029945301104195","-12.029945301104195","-12.029945301104195","-12.037546845931042","-12.037546845931042","-12.037546845931042","-12.042445098297506","-12.042445098297506","-12.042445098297506","-12.038775275025186","-12.038775275025186","-12.038775275025186","-12.039153219778326","-12.039153219778326","-12.039153219778326"
"875","-12.031329830990561","-12.031329830990561","-12.031329830990561","-12.03733482843713","-12.03733482843713","-12.03733482843713","-12.041073147254654","-12.041073147254654","-12.041073147254654","-12.037501926663555","-12.037501926663555","-12.037501926663555","-12.04154271717313","-12.04154271717313","-12.04154271717313"
"876","-12.033293023894105","-12.033293023894105","-12.033293023894105","-12.035313726980474","-12.035313726980474","-12.035313726980474","-12.041000969802276","-12.041000969802276","-12.041000969802276","-12.041702186005026","-12.041702186005026","-12.041702186005026","-12.042571224743806","-12.042571224743806","-12.042571224743806"
"877","-12.029526239709009","-12.029526239709009","-12.029526239709009","-12.033608955673024","-12.033608955673024","-12.033608955673024","-12.04367766802824","-12.04367766802824","-12.04367766802824","-12.040266737153258","-12.040266737153258","-12.040266737153258","-12.04215825962115","-12.04215825962115","-12.04215825962115"
"878","-12.03190006787264","-12.03190006787264","-12.03190006787264","-12.03930539722684","-12.03930539722684","-12.03930539722684","-12.037409637547746","-12.037409637547746","-12.037409637547746","-12.03996794736838","-12.03996794736838","-12.03996794736838","-12.041747419140007","-12.041747419140007","-12.041747419140007"
"879","-12.030233419394191","-12.030233419394191","-12.030233419394191","-12.038433280172228","-12.038433280172228","-12.038433280172228","-12.04300564150267","-12.04300564150267","-12.04300564150267","-12.043128931069676","-12.043128931069676","-12.043128931069676","-12.041549344606038","-12.041549344606038","-12.041549344606038"
"880","-12.029274819772455","-12.029274819772455","-12.029274819772455","-12.039785191982608","-12.039785191982608","-12.039785191982608","-12.042867346654964","-12.042867346654964","-12.042867346654964","-12.039948463439941","-12.039948463439941","-12.039948463439941","-12.033609172965907","-12.033609172965907","-12.033609172965907"
"881","-12.026677119581006","-12.026677119581006","-12.026677119581006","-12.03716706626023","-12.03716706626023","-12.03716706626023","-12.043381147746798","-12.043381147746798","-12.043381147746798","-12.039188566087168","-12.039188566087168","-12.039188566087168","-12.034994137438037","-12.034994137438037","-12.034994137438037"
"882","-12.02943526642232","-12.02943526642232","-12.02943526642232","-12.037510087218466","-12.037510087218466","-12.037510087218466","-12.04201817814308","-12.04201817814308","-12.04201817814308","-12.044385101221785","-12.044385101221785","-12.044385101221785","-12.03995637048649","-12.03995637048649","-12.03995637048649"
"883","-12.029522449155397","-12.029522449155397","-12.029522449155397","-12.038281476950344","-12.038281476950344","-12.038281476950344","-12.044815473918673","-12.044815473918673","-12.044815473918673","-12.04022796244561","-12.04022796244561","-12.04022796244561","-12.04074892213073","-12.04074892213073","-12.04074892213073"
"884","-12.030953588365","-12.030953588365","-12.030953588365","-12.042328472378887","-12.042328472378887","-12.042328472378887","-12.041075102890595","-12.041075102890595","-12.041075102890595","-12.040904890132856","-12.040904890132856","-12.040904890132856","-12.043159207211264","-12.043159207211264","-12.043159207211264"
"885","-12.034020097949837","-12.034020097949837","-12.034020097949837","-12.04126476336129","-12.04126476336129","-12.04126476336129","-12.0412224998957","-12.0412224998957","-12.0412224998957","-12.039512356625327","-12.039512356625327","-12.039512356625327","-12.040769178656083","-12.040769178656083","-12.040769178656083"
"886","-12.029991777637337","-12.029991777637337","-12.029991777637337","-12.040494689458534","-12.040494689458534","-12.040494689458534","-12.040749139423612","-12.040749139423612","-12.040749139423612","-12.039825198016588","-12.039825198016588","-12.039825198016588","-12.043626435195343","-12.043626435195343","-12.043626435195343"
"887","-12.031224419799033","-12.031224419799033","-12.031224419799033","-12.03991905646988","-12.03991905646988","-12.03991905646988","-12.042347050920318","-12.042347050920318","-12.042347050920318","-12.042404536959491","-12.042404536959491","-12.042404536959491","-12.045077360129055","-12.045077360129055","-12.045077360129055"
"888","-12.033193902124333","-12.033193902124333","-12.033193902124333","-12.041293711601933","-12.041293711601933","-12.041293711601933","-12.0452651494666","-12.0452651494666","-12.0452651494666","-12.03914650784263","-12.03914650784263","-12.03914650784263","-12.044835947736908","-12.044835947736908","-12.044835947736908"
"889","-12.032273159751409","-12.032273159751409","-12.032273159751409","-12.039907383013375","-12.039907383013375","-12.039907383013375","-12.045032126994073","-12.045032126994073","-12.045032126994073","-12.037815226784236","-12.037815226784236","-12.037815226784236","-12.04398874693279","-12.04398874693279","-12.04398874693279"
"890","-12.029795393159118","-12.029795393159118","-12.029795393159118","-12.04037312616276","-12.04037312616276","-12.04037312616276","-12.041975721528258","-12.041975721528258","-12.041975721528258","-12.039952024628844","-12.039952024628844","-12.039952024628844","-12.041722116591055","-12.041722116591055","-12.041722116591055"
"891","-12.02890851226034","-12.02890851226034","-12.02890851226034","-12.042053657242015","-12.042053657242015","-12.042053657242015","-12.041262035128437","-12.041262035128437","-12.041262035128437","-12.038907896114301","-12.038907896114301","-12.038907896114301","-12.037837414801876","-12.037837414801876","-12.037837414801876"
"892","-12.028691847113114","-12.028691847113114","-12.028691847113114","-12.039569806449022","-12.039569806449022","-12.039569806449022","-12.04520749442185","-12.04520749442185","-12.04520749442185","-12.03971749317797","-12.03971749317797","-12.03971749317797","-12.038272085069101","-12.038272085069101","-12.038272085069101"
"893","-12.02862049054496","-12.02862049054496","-12.02862049054496","-12.04159886323953","-12.04159886323953","-12.04159886323953","-12.042673593834985","-12.042673593834985","-12.042673593834985","-12.03615078745009","-12.03615078745009","-12.03615078745009","-12.03816404221933","-12.03816404221933","-12.03816404221933"
"894","-12.03222437749935","-12.03222437749935","-12.03222437749935","-12.042491466184206","-12.042491466184206","-12.042491466184206","-12.043552797051925","-12.043552797051925","-12.043552797051925","-12.039439672156226","-12.039439672156226","-12.039439672156226","-12.039473533630371","-12.039473533630371","-12.039473533630371"
"895","-12.031635574147671","-12.031635574147671","-12.031635574147671","-12.04033047639871","-12.04033047639871","-12.04033047639871","-12.045100079307073","-12.045100079307073","-12.045100079307073","-12.037202026270613","-12.037202026270613","-12.037202026270613","-12.041966860807396","-12.041966860807396","-12.041966860807396"
"896","-12.030090995981723","-12.030090995981723","-12.030090995981723","-12.040934067738208","-12.040934067738208","-12.040934067738208","-12.043430086932604","-12.043430086932604","-12.043430086932604","-12.042474613914006","-12.042474613914006","-12.042474613914006","-12.043216294880155","-12.043216294880155","-12.043216294880155"
"897","-12.031943816172925","-12.031943816172925","-12.031943816172925","-12.04130233088626","-12.04130233088626","-12.04130233088626","-12.039902216271509","-12.039902216271509","-12.039902216271509","-12.042478042312815","-12.042478042312815","-12.042478042312815","-12.043377224403091","-12.043377224403091","-12.043377224403091"
"898","-12.029332221308842","-12.029332221308842","-12.029332221308842","-12.038909175727941","-12.038909175727941","-12.038909175727941","-12.037644072424007","-12.037644072424007","-12.037644072424007","-12.042897477934632","-12.042897477934632","-12.042897477934632","-12.042298860187772","-12.042298860187772","-12.042298860187772"
"899","-12.032165334194522","-12.032165334194522","-12.032165334194522","-12.036903526209578","-12.036903526209578","-12.036903526209578","-12.040359231490124","-12.040359231490124","-12.040359231490124","-12.043957843056209","-12.043957843056209","-12.043957843056209","-12.04102190234993","-12.04102190234993","-12.04102190234993"
"900","-12.029047821141496","-12.029047821141496","-12.029047821141496","-12.037432887886144","-12.037432887886144","-12.037432887886144","-12.040920849087872","-12.040920849087872","-12.040920849087872","-12.042413216602954","-12.042413216602954","-12.042413216602954","-12.034306477896775","-12.034306477896775","-12.034306477896775"
"901","-12.030295468583892","-12.030295468583892","-12.030295468583892","-12.039318253722373","-12.039318253722373","-12.039318253722373","-12.04238186606878","-12.04238186606878","-12.04238186606878","-12.038727132579949","-12.038727132579949","-12.038727132579949","-12.035785155960276","-12.035785155960276","-12.035785155960276"
"902","-12.031455510779272","-12.031455510779272","-12.031455510779272","-12.042616964895513","-12.042616964895513","-12.042616964895513","-12.045317867134191","-12.045317867134191","-12.045317867134191","-12.044394312025625","-12.044394312025625","-12.044394312025625","-12.037954306300682","-12.037954306300682","-12.037954306300682"
"903","-12.030508005166356","-12.030508005166356","-12.030508005166356","-12.041634052614622","-12.041634052614622","-12.041634052614622","-12.047424376765385","-12.047424376765385","-12.047424376765385","-12.043480824820604","-12.043480824820604","-12.043480824820604","-12.039356123043012","-12.039356123043012","-12.039356123043012"
"904","-12.033113781409927","-12.033113781409927","-12.033113781409927","-12.042081603521034","-12.042081603521034","-12.042081603521034","-12.04065828685519","-12.04065828685519","-12.04065828685519","-12.04472406604622","-12.04472406604622","-12.04472406604622","-12.038631728932828","-12.038631728932828","-12.038631728932828"
"905","-12.032883233661893","-12.032883233661893","-12.032883233661893","-12.04339814487892","-12.04339814487892","-12.04339814487892","-12.04198804686341","-12.04198804686341","-12.04198804686341","-12.045529727694355","-12.045529727694355","-12.045529727694355","-12.037883661970307","-12.037883661970307","-12.037883661970307"
"906","-12.034683601765693","-12.034683601765693","-12.034683601765693","-12.04182310949398","-12.04182310949398","-12.04182310949398","-12.040962291669242","-12.040962291669242","-12.040962291669242","-12.04309499716457","-12.04309499716457","-12.04309499716457","-12.042041283619556","-12.042041283619556","-12.042041283619556"
"907","-12.031805714474448","-12.031805714474448","-12.031805714474448","-12.041351946094368","-12.041351946094368","-12.041351946094368","-12.043018968799446","-12.043018968799446","-12.043018968799446","-12.041525913190238","-12.041525913190238","-12.041525913190238","-12.041414659234542","-12.041414659234542","-12.041414659234542"
"908","-12.032395773296114","-12.032395773296114","-12.032395773296114","-12.04408998127225","-12.04408998127225","-12.04408998127225","-12.04203697397739","-12.04203697397739","-12.04203697397739","-12.041615413714059","-12.041615413714059","-12.041615413714059","-12.043765732004672","-12.043765732004672","-12.043765732004672"
"909","-12.031154270413555","-12.031154270413555","-12.031154270413555","-12.040539475935924","-12.040539475935924","-12.040539475935924","-12.036846329894248","-12.036846329894248","-12.036846329894248","-12.034545729431924","-12.034545729431924","-12.034545729431924","-12.041790032688576","-12.041790032688576","-12.041790032688576"
"910","-12.033010688009142","-12.033010688009142","-12.033010688009142","-12.04387844665141","-12.04387844665141","-12.04387844665141","-12.039733427989331","-12.039733427989331","-12.039733427989331","-12.040996551513672","-12.040996551513672","-12.040996551513672","-12.040149749079838","-12.040149749079838","-12.040149749079838"
"911","-12.03242554242098","-12.03242554242098","-12.03242554242098","-12.04325719422932","-12.04325719422932","-12.04325719422932","-12.041150684598126","-12.041150684598126","-12.041150684598126","-12.040479973901677","-12.040479973901677","-12.040479973901677","-12.041177882423884","-12.041177882423884","-12.041177882423884"
"912","-12.0336804571031","-12.0336804571031","-12.0336804571031","-12.043551891664915","-12.043551891664915","-12.043551891664915","-12.043583121480822","-12.043583121480822","-12.043583121480822","-12.038432266138777","-12.038432266138777","-12.038432266138777","-12.041609232938743","-12.041609232938743","-12.041609232938743"
"913","-12.029762412928328","-12.029762412928328","-12.029762412928328","-12.039852033687543","-12.039852033687543","-12.039852033687543","-12.039019789876818","-12.039019789876818","-12.039019789876818","-12.035892341710344","-12.035892341710344","-12.035892341710344","-12.040723547150817","-12.040723547150817","-12.040723547150817"
"914","-12.032483004316498","-12.032483004316498","-12.032483004316498","-12.037598428846914","-12.037598428846914","-12.037598428846914","-12.040459838094591","-12.040459838094591","-12.040459838094591","-12.038199074660675","-12.038199074660675","-12.038199074660675","-12.036520982090432","-12.036520982090432","-12.036520982090432"
"915","-12.033542246758183","-12.033542246758183","-12.033542246758183","-12.038872332512577","-12.038872332512577","-12.038872332512577","-12.040406009818934","-12.040406009818934","-12.040406009818934","-12.037833829469319","-12.037833829469319","-12.037833829469319","-12.045012305054483","-12.045012305054483","-12.045012305054483"
"916","-12.032229882252368","-12.032229882252368","-12.032229882252368","-12.04066536094569","-12.04066536094569","-12.04066536094569","-12.040767186804663","-12.040767186804663","-12.040767186804663","-12.041153461118288","-12.041153461118288","-12.041153461118288","-12.04408994505677","-12.04408994505677","-12.04408994505677"
"917","-12.0316175629821","-12.0316175629821","-12.0316175629821","-12.039885460575924","-12.039885460575924","-12.039885460575924","-12.039572534681875","-12.039572534681875","-12.039572534681875","-12.040134309213373","-12.040134309213373","-12.040134309213373","-12.041981383215022","-12.041981383215022","-12.041981383215022"
"918","-12.029377707952186","-12.029377707952186","-12.029377707952186","-12.03920473026324","-12.03920473026324","-12.03920473026324","-12.043067582045929","-12.043067582045929","-12.043067582045929","-12.046040112459206","-12.046040112459206","-12.046040112459206","-12.04223437248906","-12.04223437248906","-12.04223437248906"
"919","-12.032421232778814","-12.032421232778814","-12.032421232778814","-12.037568804583971","-12.037568804583971","-12.037568804583971","-12.044638259501397","-12.044638259501397","-12.044638259501397","-12.049657713008832","-12.049657713008832","-12.049657713008832","-12.043893934805181","-12.043893934805181","-12.043893934805181"
"920","-12.02793289136283","-12.02793289136283","-12.02793289136283","-12.033187322978732","-12.033187322978732","-12.033187322978732","-12.042629821391046","-12.042629821391046","-12.042629821391046","-12.047176928459843","-12.047176928459843","-12.047176928459843","-12.043708209750019","-12.043708209750019","-12.043708209750019"
"921","-12.029786242714412","-12.029786242714412","-12.029786242714412","-12.03293894514253","-12.03293894514253","-12.03293894514253","-12.042038157016416","-12.042038157016416","-12.042038157016416","-12.044408653355852","-12.044408653355852","-12.044408653355852","-12.04058713550809","-12.04058713550809","-12.04058713550809"
"922","-12.028923191601717","-12.028923191601717","-12.028923191601717","-12.033678706688217","-12.033678706688217","-12.033678706688217","-12.041358633886409","-12.041358633886409","-12.041358633886409","-12.045474281793908","-12.045474281793908","-12.045474281793908","-12.042148058927513","-12.042148058927513","-12.042148058927513"
"923","-12.031618939170354","-12.031618939170354","-12.031618939170354","-12.038848345792747","-12.038848345792747","-12.038848345792747","-12.038641277747818","-12.038641277747818","-12.038641277747818","-12.041455498224572","-12.041455498224572","-12.041455498224572","-12.040002569367614","-12.040002569367614","-12.040002569367614"
"924","-12.031056621406652","-12.031056621406652","-12.031056621406652","-12.0395796208442","-12.0395796208442","-12.0395796208442","-12.042410995386824","-12.042410995386824","-12.042410995386824","-12.044330415846426","-12.044330415846426","-12.044330415846426","-12.043233811100826","-12.043233811100826","-12.043233811100826"
