"Step","lr_test: 1e-05 - train_loss","lr_test: 1e-05 - train_loss__MIN","lr_test: 1e-05 - train_loss__MAX","lr_test: 5e-05 - train_loss","lr_test: 5e-05 - train_loss__MIN","lr_test: 5e-05 - train_loss__MAX","lr_test: 0.0001 - train_loss","lr_test: 0.0001 - train_loss__MIN","lr_test: 0.0001 - train_loss__MAX","lr_test: 0.0005 - train_loss","lr_test: 0.0005 - train_loss__MIN","lr_test: 0.0005 - train_loss__MAX","lr_test: 0.001 - train_loss","lr_test: 0.001 - train_loss__MIN","lr_test: 0.001 - train_loss__MAX"
"187","-12.00066393840162","-12.00066393840162","-12.00066393840162","-12.019049221956276","-12.019049221956276","-12.019049221956276","-12.012964465950109","-12.012964465950109","-12.012964465950109","-12.007079655611061","-12.007079655611061","-12.007079655611061","-11.949714322633382","-11.949714322633382","-11.949714322633382"
"188","-12.002674766733676","-12.002674766733676","-12.002674766733676","-12.021864866908592","-12.021864866908592","-12.021864866908592","-12.013806041282944","-12.013806041282944","-12.013806041282944","-12.016079455991335","-12.016079455991335","-12.016079455991335","-11.932101334197611","-11.932101334197611","-11.932101334197611"
"189","-12.002390064770662","-12.002390064770662","-12.002390064770662","-12.019719993011861","-12.019719993011861","-12.019719993011861","-12.017647574219522","-12.017647574219522","-12.017647574219522","-12.017814153357397","-12.017814153357397","-12.017814153357397","-11.943191262740124","-11.943191262740124","-11.943191262740124"
"190","-11.998284146755557","-11.998284146755557","-11.998284146755557","-12.018271868741966","-12.018271868741966","-12.018271868741966","-12.013460895683192","-12.013460895683192","-12.013460895683192","-12.011473571197897","-12.011473571197897","-12.011473571197897","-11.956206068207946","-11.956206068207946","-11.956206068207946"
"191","-11.998375904710986","-11.998375904710986","-11.998375904710986","-12.015477047690862","-12.015477047690862","-12.015477047690862","-12.015978402729276","-12.015978402729276","-12.015978402729276","-12.000545743145521","-12.000545743145521","-12.000545743145521","-11.972198063814186","-11.972198063814186","-11.972198063814186"
"192","-12.000743841823143","-12.000743841823143","-12.000743841823143","-12.018507245220716","-12.018507245220716","-12.018507245220716","-12.014419193509259","-12.014419193509259","-12.014419193509259","-12.000204182878326","-12.000204182878326","-12.000204182878326","-11.969913253301307","-11.969913253301307","-11.969913253301307"
"193","-12.00241834906083","-12.00241834906083","-12.00241834906083","-12.016964357110519","-12.016964357110519","-12.016964357110519","-12.013430981696407","-12.013430981696407","-12.013430981696407","-11.995020407664624","-11.995020407664624","-11.995020407664624","-11.970004166228861","-11.970004166228861","-11.970004166228861"
"194","-12.001480911351457","-12.001480911351457","-12.001480911351457","-12.017347866975808","-12.017347866975808","-12.017347866975808","-12.017751379858089","-12.017751379858089","-12.017751379858089","-11.996339194382294","-11.996339194382294","-11.996339194382294","-11.976458827151529","-11.976458827151529","-11.976458827151529"
"195","-12.00081365319747","-12.00081365319747","-12.00081365319747","-12.01986248885529","-12.01986248885529","-12.01986248885529","-12.009728914574731","-12.009728914574731","-12.009728914574731","-11.991986636874042","-11.991986636874042","-11.991986636874042","-11.981822122501422","-11.981822122501422","-11.981822122501422"
"196","-12.002606802348849","-12.002606802348849","-12.002606802348849","-12.015013356752034","-12.015013356752034","-12.015013356752034","-12.01032280016549","-12.01032280016549","-12.01032280016549","-12.003605878805812","-12.003605878805812","-12.003605878805812","-11.986678642562673","-11.986678642562673","-11.986678642562673"
"197","-12.001112237761292","-12.001112237761292","-12.001112237761292","-12.018089608301091","-12.018089608301091","-12.018089608301091","-12.007829014259048","-12.007829014259048","-12.007829014259048","-11.994851402089566","-11.994851402089566","-11.994851402089566","-11.988881992388375","-11.988881992388375","-11.988881992388375"
"198","-12.002097262611873","-12.002097262611873","-12.002097262611873","-12.018569753139834","-12.018569753139834","-12.018569753139834","-12.012508187112928","-12.012508187112928","-12.012508187112928","-11.993305954752088","-11.993305954752088","-11.993305954752088","-11.987146896652028","-11.987146896652028","-11.987146896652028"
"199","-12.002334546439256","-12.002334546439256","-12.002334546439256","-12.02077161813084","-12.02077161813084","-12.02077161813084","-12.012539441072487","-12.012539441072487","-12.012539441072487","-11.996175258974485","-11.996175258974485","-11.996175258974485","-11.978612078896052","-11.978612078896052","-11.978612078896052"
"200","-12.002868700631057","-12.002868700631057","-12.002868700631057","-12.019297358355944","-12.019297358355944","-12.019297358355944","-12.00632121894933","-12.00632121894933","-12.00632121894933","-11.99560768996613","-11.99560768996613","-11.99560768996613","-11.992051836810534","-11.992051836810534","-11.992051836810534"
"201","-11.99942394449741","-11.99942394449741","-11.99942394449741","-12.01791071589989","-12.01791071589989","-12.01791071589989","-12.007665573796139","-12.007665573796139","-12.007665573796139","-11.986892905416369","-11.986892905416369","-11.986892905416369","-11.990364968022213","-11.990364968022213","-11.990364968022213"
"202","-12.001870601992064","-12.001870601992064","-12.001870601992064","-12.013024837155886","-12.013024837155886","-12.013024837155886","-12.00694375098506","-12.00694375098506","-12.00694375098506","-11.991282547576517","-11.991282547576517","-11.991282547576517","-11.988841032680076","-11.988841032680076","-11.988841032680076"
"203","-12.003298023079015","-12.003298023079015","-12.003298023079015","-12.017922956732255","-12.017922956732255","-12.017922956732255","-12.0135368274737","-12.0135368274737","-12.0135368274737","-11.998095114019852","-11.998095114019852","-11.998095114019852","-11.988853840888302","-11.988853840888302","-11.988853840888302"
"204","-12.00364413442491","-12.00364413442491","-12.00364413442491","-12.016321049460881","-12.016321049460881","-12.016321049460881","-12.014645528189744","-12.014645528189744","-12.014645528189744","-11.989770261547234","-11.989770261547234","-11.989770261547234","-11.990483549576771","-11.990483549576771","-11.990483549576771"
"205","-12.00203631195841","-12.00203631195841","-12.00203631195841","-12.018409632429291","-12.018409632429291","-12.018409632429291","-12.012479238872286","-12.012479238872286","-12.012479238872286","-11.998285510871984","-11.998285510871984","-11.998285510871984","-11.976337348358541","-11.976337348358541","-11.976337348358541"
"206","-12.001696683183502","-12.001696683183502","-12.001696683183502","-12.015928401222713","-12.015928401222713","-12.015928401222713","-12.015696066844312","-12.015696066844312","-12.015696066844312","-11.994726024096526","-11.994726024096526","-11.994726024096526","-11.97425155398212","-11.97425155398212","-11.97425155398212"
"207","-12.000884321671498","-12.000884321671498","-12.000884321671498","-12.014462507223781","-12.014462507223781","-12.014462507223781","-12.01482311683365","-12.01482311683365","-12.01482311683365","-11.996167074275922","-11.996167074275922","-11.996167074275922","-11.97934755494323","-11.97934755494323","-11.97934755494323"
"208","-12.002051329310936","-12.002051329310936","-12.002051329310936","-12.013815457307839","-12.013815457307839","-12.013815457307839","-12.020047755181034","-12.020047755181034","-12.020047755181034","-11.998006096369103","-11.998006096369103","-11.998006096369103","-11.977750705767281","-11.977750705767281","-11.977750705767281"
"209","-12.001857624778264","-12.001857624778264","-12.001857624778264","-12.011736954314799","-12.011736954314799","-12.011736954314799","-12.019656941860537","-12.019656941860537","-12.019656941860537","-12.006173918518838","-12.006173918518838","-12.006173918518838","-11.983375114730642","-11.983375114730642","-11.983375114730642"
"210","-12.003066606159452","-12.003066606159452","-12.003066606159452","-12.014548531061486","-12.014548531061486","-12.014548531061486","-12.022067528736743","-12.022067528736743","-12.022067528736743","-11.997780522213706","-11.997780522213706","-11.997780522213706","-11.976958818073514","-11.976958818073514","-11.976958818073514"
"211","-12.002448081970215","-12.002448081970215","-12.002448081970215","-12.01496038557608","-12.01496038557608","-12.01496038557608","-12.019869538802135","-12.019869538802135","-12.019869538802135","-12.0084705714938","-12.0084705714938","-12.0084705714938","-11.990870210188854","-11.990870210188854","-11.990870210188854"
"212","-12.001399752459948","-12.001399752459948","-12.001399752459948","-12.017495710638505","-12.017495710638505","-12.017495710638505","-12.019589581067049","-12.019589581067049","-12.019589581067049","-12.012029430534266","-12.012029430534266","-12.012029430534266","-11.98217901398864","-11.98217901398864","-11.98217901398864"
"213","-12.000851908816568","-12.000851908816568","-12.000851908816568","-12.017937636073631","-12.017937636073631","-12.017937636073631","-12.020739156988602","-12.020739156988602","-12.020739156988602","-12.010082305232181","-12.010082305232181","-12.010082305232181","-11.983440483672709","-11.983440483672709","-11.983440483672709"
"214","-12.001310179505166","-12.001310179505166","-12.001310179505166","-12.016460829143282","-12.016460829143282","-12.016460829143282","-12.025546701648567","-12.025546701648567","-12.025546701648567","-12.003817099559155","-12.003817099559155","-12.003817099559155","-11.98610684841494","-11.98610684841494","-11.98610684841494"
"215","-12.001464445379716","-12.001464445379716","-12.001464445379716","-12.014227601546276","-12.014227601546276","-12.014227601546276","-12.026494436626193","-12.026494436626193","-12.026494436626193","-11.998537582687185","-11.998537582687185","-11.998537582687185","-11.982671556593496","-11.982671556593496","-11.982671556593496"
"216","-12.000577624840073","-12.000577624840073","-12.000577624840073","-12.015170954450776","-12.015170954450776","-12.015170954450776","-12.02130638798581","-12.02130638798581","-12.02130638798581","-11.999949129321907","-11.999949129321907","-11.999949129321907","-11.990495066099529","-11.990495066099529","-11.990495066099529"
"217","-12.002340630639958","-12.002340630639958","-12.002340630639958","-12.015820406660248","-12.015820406660248","-12.015820406660248","-12.024063919163957","-12.024063919163957","-12.024063919163957","-12.005011244665218","-12.005011244665218","-12.005011244665218","-11.983902810495112","-11.983902810495112","-11.983902810495112"
"218","-12.002624113348466","-12.002624113348466","-12.002624113348466","-12.016736030578613","-12.016736030578613","-12.016736030578613","-12.020896344245235","-12.020896344245235","-12.020896344245235","-12.005879559094392","-12.005879559094392","-12.005879559094392","-11.991508761538736","-11.991508761538736","-11.991508761538736"
"219","-12.003279782548736","-12.003279782548736","-12.003279782548736","-12.013424740561955","-12.013424740561955","-12.013424740561955","-12.015411183803897","-12.015411183803897","-12.015411183803897","-12.00527357753319","-12.00527357753319","-12.00527357753319","-11.992973448354986","-11.992973448354986","-11.992973448354986"
"220","-12.001514169234264","-12.001514169234264","-12.001514169234264","-12.019770899905435","-12.019770899905435","-12.019770899905435","-12.01895195924783","-12.01895195924783","-12.01895195924783","-12.010220575936232","-12.010220575936232","-12.010220575936232","-11.98633729958836","-11.98633729958836","-11.98633729958836"
"221","-12.003525649444967","-12.003525649444967","-12.003525649444967","-12.017618638050708","-12.017618638050708","-12.017618638050708","-12.020158972921251","-12.020158972921251","-12.020158972921251","-11.987974372091173","-11.987974372091173","-11.987974372091173","-11.989262339435045","-11.989262339435045","-11.989262339435045"
"222","-12.003816773619834","-12.003816773619834","-12.003816773619834","-12.020605956451803","-12.020605956451803","-12.020605956451803","-12.02054952066156","-12.02054952066156","-12.02054952066156","-12.004249777974962","-12.004249777974962","-12.004249777974962","-11.98947423621069","-11.98947423621069","-11.98947423621069"
"223","-12.00302370288704","-12.00302370288704","-12.00302370288704","-12.02034636388851","-12.02034636388851","-12.02034636388851","-12.025702730009828","-12.025702730009828","-12.025702730009828","-12.006896996799904","-12.006896996799904","-12.006896996799904","-11.988480362711073","-11.988480362711073","-11.988480362711073"
"224","-12.002383207973045","-12.002383207973045","-12.002383207973045","-12.023246728921238","-12.023246728921238","-12.023246728921238","-12.02253923536856","-12.02253923536856","-12.02253923536856","-12.008827644058421","-12.008827644058421","-12.008827644058421","-11.994700117956233","-11.994700117956233","-11.994700117956233"
"225","-12.00176749651945","-12.00176749651945","-12.00176749651945","-12.022217062455189","-12.022217062455189","-12.022217062455189","-12.011113746256768","-12.011113746256768","-12.011113746256768","-12.01013676124283","-12.01013676124283","-12.01013676124283","-11.993723555456233","-11.993723555456233","-11.993723555456233"
"226","-12.0043129257009","-12.0043129257009","-12.0043129257009","-12.022437614730642","-12.022437614730642","-12.022437614730642","-12.018639129928395","-12.018639129928395","-12.018639129928395","-12.012555412099331","-12.012555412099331","-12.012555412099331","-11.995152666598935","-11.995152666598935","-11.995152666598935"
"227","-12.003815795801863","-12.003815795801863","-12.003815795801863","-12.015036812311486","-12.015036812311486","-12.015036812311486","-12.022083016890514","-12.022083016890514","-12.022083016890514","-12.012668682050101","-12.012668682050101","-12.012668682050101","-11.994635425036467","-11.994635425036467","-11.994635425036467"
"228","-12.0028585361529","-12.0028585361529","-12.0028585361529","-12.015534183647059","-12.015534183647059","-12.015534183647059","-12.02101531209825","-12.02101531209825","-12.02101531209825","-12.006977998757664","-12.006977998757664","-12.006977998757664","-11.994217788116842","-11.994217788116842","-11.994217788116842"
"229","-12.0031051997897","-12.0031051997897","-12.0031051997897","-12.01844134511827","-12.01844134511827","-12.01844134511827","-12.020314771917802","-12.020314771917802","-12.020314771917802","-12.01138454147532","-12.01138454147532","-12.01138454147532","-11.995208860952642","-11.995208860952642","-11.995208860952642"
"230","-12.003127363663685","-12.003127363663685","-12.003127363663685","-12.019948536836647","-12.019948536836647","-12.019948536836647","-12.021960801716093","-12.021960801716093","-12.021960801716093","-12.008588066583947","-12.008588066583947","-12.008588066583947","-11.98883602287196","-11.98883602287196","-11.98883602287196"
"231","-12.004708978194225","-12.004708978194225","-12.004708978194225","-12.023118574408036","-12.023118574408036","-12.023118574408036","-12.015046892286856","-12.015046892286856","-12.015046892286856","-12.006533139868628","-12.006533139868628","-12.006533139868628","-11.992775579042073","-11.992775579042073","-11.992775579042073"
"232","-12.002895150003553","-12.002895150003553","-12.002895150003553","-12.019579320014278","-12.019579320014278","-12.019579320014278","-12.019026164767109","-12.019026164767109","-12.019026164767109","-12.012854962409298","-12.012854962409298","-12.012854962409298","-11.998528396026998","-11.998528396026998","-11.998528396026998"
"233","-12.006695711160008","-12.006695711160008","-12.006695711160008","-12.017655952067315","-12.017655952067315","-12.017655952067315","-12.019447133510928","-12.019447133510928","-12.019447133510928","-12.01628893840162","-12.01628893840162","-12.01628893840162","-11.998815983156614","-11.998815983156614","-11.998815983156614"
"234","-12.00460350664356","-12.00460350664356","-12.00460350664356","-12.014137473287462","-12.014137473287462","-12.014137473287462","-12.015565304816525","-12.015565304816525","-12.015565304816525","-12.011096507688112","-12.011096507688112","-12.011096507688112","-11.995811619336092","-11.995811619336092","-11.995811619336092"
"235","-12.00513804713382","-12.00513804713382","-12.00513804713382","-12.0153919895993","-12.0153919895993","-12.0153919895993","-12.016965998878963","-12.016965998878963","-12.016965998878963","-12.010711368126206","-12.010711368126206","-12.010711368126206","-11.992089887208577","-11.992089887208577","-11.992089887208577"
"236","-12.006180352802518","-12.006180352802518","-12.006180352802518","-12.01785197439073","-12.01785197439073","-12.01785197439073","-12.015745645836938","-12.015745645836938","-12.015745645836938","-12.002483742146552","-12.002483742146552","-12.002483742146552","-11.99236102043828","-11.99236102043828","-11.99236102043828"
"237","-12.003221294547938","-12.003221294547938","-12.003221294547938","-12.023453652104244","-12.023453652104244","-12.023453652104244","-12.016328449490704","-12.016328449490704","-12.016328449490704","-12.00951990296569","-12.00951990296569","-12.00951990296569","-11.996537498280972","-11.996537498280972","-11.996537498280972"
"238","-12.002997205227237","-12.002997205227237","-12.002997205227237","-12.016858656195145","-12.016858656195145","-12.016858656195145","-12.013697962217693","-12.013697962217693","-12.013697962217693","-12.011269569396973","-12.011269569396973","-12.011269569396973","-11.996498035479195","-11.996498035479195","-11.996498035479195"
"239","-12.004620045046263","-12.004620045046263","-12.004620045046263","-12.013842244691487","-12.013842244691487","-12.013842244691487","-12.018484538114524","-12.018484538114524","-12.018484538114524","-12.003260709062408","-12.003260709062408","-12.003260709062408","-12.00166099886351","-12.00166099886351","-12.00166099886351"
"240","-12.003852566586264","-12.003852566586264","-12.003852566586264","-12.016305054290385","-12.016305054290385","-12.016305054290385","-12.021495287931419","-12.021495287931419","-12.021495287931419","-12.010657407060455","-12.010657407060455","-12.010657407060455","-12.004642728008802","-12.004642728008802","-12.004642728008802"
"241","-12.003128305266175","-12.003128305266175","-12.003128305266175","-12.011347710331783","-12.011347710331783","-12.011347710331783","-12.021349387832835","-12.021349387832835","-12.021349387832835","-12.010430492932283","-12.010430492932283","-12.010430492932283","-12.006061578098732","-12.006061578098732","-12.006061578098732"
"242","-12.00540569160558","-12.00540569160558","-12.00540569160558","-12.012418252003345","-12.012418252003345","-12.012418252003345","-12.023948283135136","-12.023948283135136","-12.023948283135136","-12.009982024567037","-12.009982024567037","-12.009982024567037","-12.004334147972397","-12.004334147972397","-12.004334147972397"
"243","-12.004389207574386","-12.004389207574386","-12.004389207574386","-12.005766434005544","-12.005766434005544","-12.005766434005544","-12.02210420294653","-12.02210420294653","-12.02210420294653","-12.007512973833688","-12.007512973833688","-12.007512973833688","-12.004407605038413","-12.004407605038413","-12.004407605038413"
"244","-12.003868441038493","-12.003868441038493","-12.003868441038493","-12.00367505037332","-12.00367505037332","-12.00367505037332","-12.01142312303374","-12.01142312303374","-12.01142312303374","-12.013038236883622","-12.013038236883622","-12.013038236883622","-11.85488344747809","-11.85488344747809","-11.85488344747809"
"245","-12.00646145736115","-12.00646145736115","-12.00646145736115","-12.011615161654316","-12.011615161654316","-12.011615161654316","-12.018011503581759","-12.018011503581759","-12.018011503581759","-12.01004496707192","-12.01004496707192","-12.01004496707192","-12.001706304429453","-12.001706304429453","-12.001706304429453"
"246","-12.006366934957384","-12.006366934957384","-12.006366934957384","-12.012355514719516","-12.012355514719516","-12.012355514719516","-12.02254088920883","-12.02254088920883","-12.02254088920883","-12.020458305938334","-12.020458305938334","-12.020458305938334","-12.005940956405446","-12.005940956405446","-12.005940956405446"
"247","-12.003678913357891","-12.003678913357891","-12.003678913357891","-12.014210930353478","-12.014210930353478","-12.014210930353478","-12.023655529263653","-12.023655529263653","-12.023655529263653","-12.017054014568087","-12.017054014568087","-12.017054014568087","-12.004617401316196","-12.004617401316196","-12.004617401316196"
"248","-12.004889246783678","-12.004889246783678","-12.004889246783678","-12.015338125108164","-12.015338125108164","-12.015338125108164","-12.024473576606075","-12.024473576606075","-12.024473576606075","-12.019585271424885","-12.019585271424885","-12.019585271424885","-12.003404713884185","-12.003404713884185","-12.003404713884185"
"249","-12.004410707497899","-12.004410707497899","-12.004410707497899","-12.018651865705658","-12.018651865705658","-12.018651865705658","-12.02393883089476","-12.02393883089476","-12.02393883089476","-12.021852589860748","-12.021852589860748","-12.021852589860748","-11.995614715769321","-11.995614715769321","-11.995614715769321"
"250","-12.001792569703694","-12.001792569703694","-12.001792569703694","-12.017391361767732","-12.017391361767732","-12.017391361767732","-12.023932094815411","-12.023932094815411","-12.023932094815411","-12.02207964885084","-12.02207964885084","-12.02207964885084","-11.98212000689929","-11.98212000689929","-11.98212000689929"
"251","-12.005797989760772","-12.005797989760772","-12.005797989760772","-12.018786708010904","-12.018786708010904","-12.018786708010904","-12.028313383271422","-12.028313383271422","-12.028313383271422","-12.015442920636527","-12.015442920636527","-12.015442920636527","-11.990189347086073","-11.990189347086073","-11.990189347086073"
"252","-12.006633855119537","-12.006633855119537","-12.006633855119537","-12.0155133838895","-12.0155133838895","-12.0155133838895","-12.025411316111118","-12.025411316111118","-12.025411316111118","-12.020801447614838","-12.020801447614838","-12.020801447614838","-11.986481835570517","-11.986481835570517","-11.986481835570517"
"253","-12.00608170183399","-12.00608170183399","-12.00608170183399","-12.01659648026092","-12.01659648026092","-12.01659648026092","-12.026731430729733","-12.026731430729733","-12.026731430729733","-12.01116394091256","-12.01116394091256","-12.01116394091256","-11.995097341416757","-11.995097341416757","-11.995097341416757"
"254","-12.006716619564008","-12.006716619564008","-12.006716619564008","-12.02116092247299","-12.02116092247299","-12.02116092247299","-12.022661450542982","-12.022661450542982","-12.022661450542982","-12.0187087964408","-12.0187087964408","-12.0187087964408","-12.001135970972761","-12.001135970972761","-12.001135970972761"
"255","-12.005065217802796","-12.005065217802796","-12.005065217802796","-12.021593975115426","-12.021593975115426","-12.021593975115426","-12.022210121154785","-12.022210121154785","-12.022210121154785","-12.015282027329071","-12.015282027329071","-12.015282027329071","-12.001794428765018","-12.001794428765018","-12.001794428765018"
"256","-12.008163645297666","-12.008163645297666","-12.008163645297666","-12.02444960195807","-12.02444960195807","-12.02444960195807","-12.025129644176628","-12.025129644176628","-12.025129644176628","-12.014815958240364","-12.014815958240364","-12.014815958240364","-12.004490043543562","-12.004490043543562","-12.004490043543562"
"257","-12.007880923114245","-12.007880923114245","-12.007880923114245","-12.024561580223374","-12.024561580223374","-12.024561580223374","-12.023570133160941","-12.023570133160941","-12.023570133160941","-12.017669919170912","-12.017669919170912","-12.017669919170912","-12.004186738895465","-12.004186738895465","-12.004186738895465"
"258","-12.007745585864104","-12.007745585864104","-12.007745585864104","-12.0241353602349","-12.0241353602349","-12.0241353602349","-12.02500309521639","-12.02500309521639","-12.02500309521639","-12.021016712430157","-12.021016712430157","-12.021016712430157","-12.003426563890674","-12.003426563890674","-12.003426563890674"
"259","-12.00869414172595","-12.00869414172595","-12.00869414172595","-12.026541842689998","-12.026541842689998","-12.026541842689998","-12.02389370640622","-12.02389370640622","-12.02389370640622","-12.01760031301764","-12.01760031301764","-12.01760031301764","-12.00306902052481","-12.00306902052481","-12.00306902052481"
"260","-12.008828646020044","-12.008828646020044","-12.008828646020044","-12.021650205684614","-12.021650205684614","-12.021650205684614","-12.01906026767779","-12.01906026767779","-12.01906026767779","-12.008232309848447","-12.008232309848447","-12.008232309848447","-12.004112605807148","-12.004112605807148","-12.004112605807148"
"261","-12.006750010236908","-12.006750010236908","-12.006750010236908","-12.020955822135829","-12.020955822135829","-12.020955822135829","-12.02030744431894","-12.02030744431894","-12.02030744431894","-12.023603209966346","-12.023603209966346","-12.023603209966346","-12.008123216749746","-12.008123216749746","-12.008123216749746"
"262","-12.008232925511614","-12.008232925511614","-12.008232925511614","-12.026993751525879","-12.026993751525879","-12.026993751525879","-12.026500170743919","-12.026500170743919","-12.026500170743919","-12.017672236961655","-12.017672236961655","-12.017672236961655","-12.00776022899","-12.00776022899","-12.00776022899"
"263","-12.00507633595527","-12.00507633595527","-12.00507633595527","-12.027106888686554","-12.027106888686554","-12.027106888686554","-12.022771581818786","-12.022771581818786","-12.022771581818786","-11.984630717506892","-11.984630717506892","-11.984630717506892","-12.010054334809508","-12.010054334809508","-12.010054334809508"
"264","-12.006197217144544","-12.006197217144544","-12.006197217144544","-12.029575396187697","-12.029575396187697","-12.029575396187697","-12.021620146835907","-12.021620146835907","-12.021620146835907","-12.02039251448233","-12.02039251448233","-12.02039251448233","-12.004575705226463","-12.004575705226463","-12.004575705226463"
"265","-12.008687767801405","-12.008687767801405","-12.008687767801405","-12.026741233053087","-12.026741233053087","-12.026741233053087","-12.023033045515229","-12.023033045515229","-12.023033045515229","-12.01518507848812","-12.01518507848812","-12.01518507848812","-12.006191145015668","-12.006191145015668","-12.006191145015668"
"266","-12.007236963585962","-12.007236963585962","-12.007236963585962","-12.02426683450047","-12.02426683450047","-12.02426683450047","-12.015159860441956","-12.015159860441956","-12.015159860441956","-12.01717630217347","-12.01717630217347","-12.01717630217347","-12.004116975808445","-12.004116975808445","-12.004116975808445"
"267","-12.007684478276893","-12.007684478276893","-12.007684478276893","-12.025548089908648","-12.025548089908648","-12.025548089908648","-12.016964598547053","-12.016964598547053","-12.016964598547053","-12.013409988789618","-12.013409988789618","-12.013409988789618","-12.014485998998714","-12.014485998998714","-12.014485998998714"
"268","-12.009535161754753","-12.009535161754753","-12.009535161754753","-12.029285684416566","-12.029285684416566","-12.029285684416566","-12.01621072503585","-12.01621072503585","-12.01621072503585","-12.014212753199324","-12.014212753199324","-12.014212753199324","-12.011357585086099","-12.011357585086099","-12.011357585086099"
"269","-12.008251322975642","-12.008251322975642","-12.008251322975642","-12.029692963708806","-12.029692963708806","-12.029692963708806","-12.012988368167154","-12.012988368167154","-12.012988368167154","-12.013906997970388","-12.013906997970388","-12.013906997970388","-12.009583038619802","-12.009583038619802","-12.009583038619802"
"270","-12.009029810941673","-12.009029810941673","-12.009029810941673","-12.027854448632349","-12.027854448632349","-12.027854448632349","-12.018558840208415","-12.018558840208415","-12.018558840208415","-12.016936314256885","-12.016936314256885","-12.016936314256885","-12.010974823674069","-12.010974823674069","-12.010974823674069"
"271","-12.007937672771986","-12.007937672771986","-12.007937672771986","-12.028439714938779","-12.028439714938779","-12.028439714938779","-12.018786997734745","-12.018786997734745","-12.018786997734745","-12.012801641150366","-12.012801641150366","-12.012801641150366","-12.00169337550296","-12.00169337550296","-12.00169337550296"
"272","-12.005580358867403","-12.005580358867403","-12.005580358867403","-12.028630244581006","-12.028630244581006","-12.028630244581006","-12.018099108828775","-12.018099108828775","-12.018099108828775","-12.006597458561764","-12.006597458561764","-12.006597458561764","-11.991567080533958","-11.991567080533958","-11.991567080533958"
"273","-12.007286808158778","-12.007286808158778","-12.007286808158778","-12.027849897553649","-12.027849897553649","-12.027849897553649","-12.016989840736873","-12.016989840736873","-12.016989840736873","-12.010326288923432","-12.010326288923432","-12.010326288923432","-12.00017480005192","-12.00017480005192","-12.00017480005192"
"274","-12.008377908151362","-12.008377908151362","-12.008377908151362","-12.028236678884","-12.028236678884","-12.028236678884","-12.018059054507486","-12.018059054507486","-12.018059054507486","-12.011897956268697","-12.011897956268697","-12.011897956268697","-12.003284321555608","-12.003284321555608","-12.003284321555608"
"275","-12.008265290079237","-12.008265290079237","-12.008265290079237","-12.027430836158462","-12.027430836158462","-12.027430836158462","-12.025299374061294","-12.025299374061294","-12.025299374061294","-12.011025440843799","-12.011025440843799","-12.011025440843799","-12.010296374936647","-12.010296374936647","-12.010296374936647"
"276","-12.006985483290274","-12.006985483290274","-12.006985483290274","-12.029063248936135","-12.029063248936135","-12.029063248936135","-12.025352067585233","-12.025352067585233","-12.025352067585233","-12.014480445958391","-12.014480445958391","-12.014480445958391","-12.005844876736026","-12.005844876736026","-12.005844876736026"
"277","-12.009610296804693","-12.009610296804693","-12.009610296804693","-12.02747421023212","-12.02747421023212","-12.02747421023212","-12.025732136979888","-12.025732136979888","-12.025732136979888","-12.010877754114851","-12.010877754114851","-12.010877754114851","-12.003659791584257","-12.003659791584257","-12.003659791584257"
"278","-12.007031440734863","-12.007031440734863","-12.007031440734863","-12.025085594080672","-12.025085594080672","-12.025085594080672","-12.029102687594257","-12.029102687594257","-12.029102687594257","-12.013780098927173","-12.013780098927173","-12.013780098927173","-11.997210876851142","-11.997210876851142","-11.997210876851142"
"279","-12.007178101358534","-12.007178101358534","-12.007178101358534","-12.027986936931368","-12.027986936931368","-12.027986936931368","-12.029111994972713","-12.029111994972713","-12.029111994972713","-12.013894962359078","-12.013894962359078","-12.013894962359078","-12.001350801202316","-12.001350801202316","-12.001350801202316"
"280","-12.008531630793705","-12.008531630793705","-12.008531630793705","-12.023915604700017","-12.023915604700017","-12.023915604700017","-12.028748077682302","-12.028748077682302","-12.028748077682302","-12.01549405689481","-12.01549405689481","-12.01549405689481","-12.002658542198471","-12.002658542198471","-12.002658542198471"
"281","-12.007236456569236","-12.007236456569236","-12.007236456569236","-12.026052812986736","-12.026052812986736","-12.026052812986736","-12.02238527128968","-12.02238527128968","-12.02238527128968","-12.020144341867182","-12.020144341867182","-12.020144341867182","-12.004294938678983","-12.004294938678983","-12.004294938678983"
"282","-12.008448781846445","-12.008448781846445","-12.008448781846445","-12.032235471508171","-12.032235471508171","-12.032235471508171","-12.026065391830251","-12.026065391830251","-12.026065391830251","-12.020260521128208","-12.020260521128208","-12.020260521128208","-12.007298059101347","-12.007298059101347","-12.007298059101347"
"283","-12.008310076556628","-12.008310076556628","-12.008310076556628","-12.028410126891318","-12.028410126891318","-12.028410126891318","-12.021219000031676","-12.021219000031676","-12.021219000031676","-12.018544148795213","-12.018544148795213","-12.018544148795213","-12.000187922127639","-12.000187922127639","-12.000187922127639"
"284","-12.01011919673485","-12.01011919673485","-12.01011919673485","-12.02389230607431","-12.02389230607431","-12.02389230607431","-12.020453972152517","-12.020453972152517","-12.020453972152517","-12.013145072550714","-12.013145072550714","-12.013145072550714","-12.011834108376805","-12.011834108376805","-12.011834108376805"
