gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,result_x,result_y,result_z
62.645973,-58.421665,0.0,7.254344,20.42223,0.0,55.80000000000001,34.0,70
9.619375,-53.10676,0.0,65.87369,-19.839924,0.0,51.400000000000006,-38.699999999999996,70
33.948097,84.90351,0.0,9.985586,28.630371,0.0,9.100000000000009,89.5,70
-6.2324977,75.76865,0.0,58.55066,51.234364,0.0,57.900000000000006,100.0,70
-43.72113,-28.060484,0.0,-10.859875,9.270753,0.0,0.7000000000000028,-46.0,70
13.454357,-50.76326,0.0,63.633286,-42.552444,0.0,44.20000000000002,-48.0,70
-24.950172,77.23643,0.0,-98.494705,-14.858821,0.0,-70.7,92.10000000000002,70
26.53875,-10.788785,0.0,65.0036,92.47781,0.0,27.700000000000003,83.0,70
-82.91045,90.980446,0.0,-99.68701,-58.101757,0.0,-95.4,52.20000000000002,70
60.682793,-77.164314,0.0,60.736897,-19.390375,0.0,58.80000000000001,-48.699999999999996,70
-46.493134,-68.6463,0.0,18.9163,-10.2480955,0.0,-18.599999999999994,-91.9,70
32.81764,-90.754265,0.0,62.222767,71.31539,0.0,56.400000000000006,-82.1,70
68.38534,43.998035,0.0,78.37706,76.08396,0.0,58.30000000000001,86.9,70
90.81569,-18.819376,0.0,-13.128505,-51.450172,0.0,-6.699999999999989,-50.8,70
-67.88484,88.43326,0.0,69.987015,-37.396408,0.0,-25.299999999999997,71.4,70
-52.671066,44.222324,0.0,-89.57204,-54.18849,0.0,-83.9,-33.0,70
-84.85168,-13.436169,0.0,44.359013,-51.65197,0.0,-84.8,-17.299999999999997,70
-11.190481,77.79341,0.0,35.66098,22.013695,0.0,23.400000000000006,79.20000000000002,70
11.2072735,17.707146,0.0,73.678406,6.648547,0.0,41.099999999999994,34.80000000000001,70
-13.766595,-30.782347,0.0,-6.961261,-81.62077,0.0,-13.699999999999989,-77.3,70
-16.514057,7.9839797,0.0,22.630516,-78.63838,0.0,12.200000000000003,-86.6,70
22.174377,-17.810097,0.0,86.79631,-89.36009,0.0,24.10000000000001,-74.9,70
91.91049,-33.44429,0.0,0.5672839,-54.894245,0.0,100.0,1.6000000000000085,70
25.939161,32.591686,0.0,23.670422,34.18759,0.0,23.700000000000003,-6.5,70
55.971096,51.62778,0.0,-93.96487,65.171616,0.0,-76.9,44.400000000000006,70
21.950253,17.192818,0.0,-18.932846,-99.80823,0.0,23.10000000000001,-74.2,70
2.1658695,34.447945,0.0,65.07438,-79.38134,0.0,46.80000000000001,-87.4,70
-50.379784,-77.98183,0.0,-51.986927,27.32752,0.0,-24.0,-27.5,70
66.91425,-47.935287,0.0,-29.12928,34.094666,0.0,28.5,-41.599999999999994,70
-45.79577,65.96,0.0,-52.688316,23.573448,0.0,-41.5,41.099999999999994,70
-76.68925,26.91304,0.0,69.15063,27.585321,0.0,-37.0,25.400000000000006,70
-87.62838,-14.065295,0.0,-8.98231,34.764908,0.0,-83.0,-29.5,70
-44.823406,42.058887,0.0,93.27652,-27.96948,0.0,-35.599999999999994,39.900000000000006,70
17.74925,-82.61211,0.0,-75.641075,51.100735,0.0,-1.0999999999999943,-84.6,70
-42.97522,-0.05221173,0.0,29.4361,-10.171273,0.0,-35.099999999999994,1.1000000000000085,70
-51.135883,51.487106,0.0,-4.3101954,99.68834,0.0,-25.200000000000003,81.4,70
6.307501,-47.641914,0.0,35.179394,22.565783,0.0,32.099999999999994,-41.099999999999994,70
95.21456,-30.6928,0.0,-32.46991,37.79174,0.0,-34.39999999999999,45.599999999999994,70
61.72025,54.970325,0.0,-86.51934,-42.90961,0.0,-91.0,19.900000000000006,70
-44.411827,-36.379642,0.0,-42.99903,94.36464,0.0,-42.099999999999994,32.5,70
70.78445,-88.85508,0.0,59.699253,15.142986,0.0,59.80000000000001,-81.1,70
89.16013,-96.65164,0.0,-48.080666,86.88212,0.0,-24.200000000000003,-78.1,70
-34.284943,74.80378,0.0,24.8557,0.27822027,0.0,-34.39999999999999,50.0,70
42.533665,-76.30863,0.0,23.603937,12.233442,0.0,23.60000000000001,-82.5,70
-3.2989514,-38.310898,0.0,-84.10588,-94.49364,0.0,-84.6,-64.1,70
-43.885967,91.30475,0.0,-7.347689,95.33526,0.0,-25.799999999999997,94.30000000000001,70
86.48092,18.981516,0.0,-97.42418,-87.60926,0.0,-70.2,-73.4,70
21.639952,-25.405712,0.0,-15.781934,-86.842255,0.0,-11.899999999999991,-74.1,70
61.744186,39.33764,0.0,87.03998,21.31464,0.0,62.400000000000006,23.400000000000006,70
68.661995,-1.9137557,0.0,-85.09908,-12.531105,0.0,-91.7,-15.599999999999994,70
-90.37934,-97.612915,0.0,50.12702,-21.574348,0.0,-82.0,-69.2,70
17.727573,34.333717,0.0,-99.72928,79.6608,0.0,-63.8,95.5,70
39.951244,-93.47543,0.0,52.067726,-14.849119,0.0,72.10000000000002,-69.1,70
29.826206,17.245504,0.0,-13.097725,76.518135,0.0,6.200000000000003,38.30000000000001,70
49.36507,87.98651,0.0,-79.875916,57.06945,0.0,-80.4,85.70000000000002,70
-22.881132,9.336394,0.0,-50.30052,46.133316,0.0,-35.7,27.5,70
1.9748136,-97.58925,0.0,90.87491,-43.34771,0.0,3.8000000000000114,-77.5,70
68.433266,71.58774,0.0,45.01126,87.92743,0.0,32.0,86.20000000000002,70
-68.338646,-90.07307,0.0,-36.799515,66.48075,0.0,-59.599999999999994,-82.8,70
26.663221,88.42403,0.0,-54.755035,-21.217627,0.0,19.5,80.4,70
50.259384,-74.81019,0.0,-44.582733,-29.451975,0.0,57.0,-59.199999999999996,70
53.537777,-21.235933,0.0,10.908419,-89.36134,0.0,53.80000000000001,-81.4,70
12.533368,-81.4397,0.0,-14.490106,95.73063,0.0,-77.5,48.20000000000002,70
-94.346146,-32.350475,0.0,22.931768,-4.0764103,0.0,-89.6,-11.5,70
19.860075,10.52643,0.0,-90.27755,74.57368,0.0,-80.7,46.099999999999994,70
50.73311,-92.06973,0.0,10.678354,-92.84643,0.0,30.700000000000017,-92.8,70
-47.159702,23.984344,0.0,-47.48045,-20.810589,0.0,-42.5,1.2000000000000028,70
-93.9313,28.813301,0.0,90.43547,81.756546,0.0,-80.3,81.80000000000001,70
-12.115969,86.52097,0.0,73.022675,25.785627,0.0,39.400000000000006,78.70000000000002,70
-34.91465,-70.90893,0.0,89.835655,6.6156077,0.0,-56.599999999999994,-27.299999999999997,70
62.349144,91.70949,0.0,36.843876,28.088045,0.0,56.80000000000001,28.0,70
14.270595,91.43287,0.0,93.62681,-29.185833,0.0,94.60000000000002,77.9,70
24.138752,-50.07866,0.0,-13.240294,30.5565,0.0,19.60000000000001,1.1000000000000085,70
35.67101,94.33116,0.0,18.428131,-8.156668,0.0,32.900000000000006,82.0,70
-5.8052616,75.57597,0.0,-4.4719496,-89.239716,0.0,-5.5,-85.5,70
29.200964,77.46851,0.0,30.863491,-51.541542,0.0,16.30000000000001,-19.099999999999994,70
-77.50462,-51.452858,0.0,26.059212,-13.757379,0.0,19.80000000000001,-36.0,70
-78.74573,-86.32165,0.0,-95.57323,35.684803,0.0,-96.8,-57.699999999999996,70
94.16682,25.84342,0.0,57.332977,-61.0415,0.0,65.5,1.6000000000000085,70
92.901054,56.51448,0.0,2.1941247,-47.232117,0.0,93.30000000000001,-48.199999999999996,70
14.533829,86.92027,0.0,12.976383,-29.141562,0.0,41.400000000000006,80.80000000000001,70
62.362324,8.39378,0.0,78.6003,82.55197,0.0,57.30000000000001,83.10000000000002,70
-46.408443,-48.828587,0.0,-29.074295,5.1115837,0.0,-41.9,-17.599999999999994,70
-33.095924,-0.12236721,0.0,9.32553,21.899345,0.0,-19.89999999999999,22.80000000000001,70
43.31594,-91.3937,0.0,-76.77656,-2.9067616,0.0,-87.2,-77.5,70
-88.82936,72.65632,0.0,29.697203,25.162432,0.0,-82.5,34.5,70
-37.679977,-75.831406,0.0,-94.98472,-63.495636,0.0,-77.4,-92.7,70
81.26632,12.82927,0.0,58.38973,29.456526,0.0,69.80000000000001,21.200000000000003,70
91.02268,-63.41255,0.0,-42.240833,-44.235516,0.0,-39.0,-73.9,70
65.01557,1.3736074,0.0,60.56137,73.93668,0.0,58.70000000000002,39.900000000000006,70
-37.658867,-57.459362,0.0,5.66233,83.990845,0.0,-20.89999999999999,82.30000000000001,70
-95.84004,-46.00384,0.0,55.757988,-82.276535,0.0,-78.8,-84.3,70
59.25497,94.70558,0.0,50.07263,5.724413,0.0,61.5,10.5,70
16.387995,-16.7897,0.0,-85.776276,-47.486164,0.0,-99.7,-39.0,70
24.313494,-83.12367,0.0,4.348205,-29.911444,0.0,42.5,-88.3,70
-20.196976,94.88995,0.0,74.127625,26.467691,0.0,36.80000000000001,76.0,70
-38.207047,93.28737,0.0,-77.20181,92.59324,0.0,-57.599999999999994,93.4,70
-85.2522,63.334213,0.0,53.90156,38.190456,0.0,77.0,67.5,70
