gnd1_x,gnd1_y,gnd1_z,gnd2_x,gnd2_y,gnd2_z,gnd3_x,gnd3_y,gnd3_z,gnd4_x,gnd4_y,gnd4_z,result_x,result_y,result_z
42.369007,-47.602863,0.0,29.893171,-19.5697,0.0,-54.27004,-90.94273,0.0,-15.49511,-83.01647,0.0,45.599999999999994,-64.4,50
19.015217,-98.27625,0.0,-86.25436,50.52791,0.0,-10.694445,-18.89844,0.0,-70.834564,-68.53628,0.0,-49.4,-57.699999999999996,50
-76.267815,-9.994775,0.0,-51.976543,19.31051,0.0,77.452446,-34.584763,0.0,-83.63859,-66.735634,0.0,-63.699999999999996,-30.799999999999997,50
4.360187,75.82307,0.0,-77.10951,-89.20213,0.0,-76.80937,18.430042,0.0,-56.47634,-63.8987,0.0,-78.8,20.30000000000001,50
41.41177,7.4807644,0.0,-43.05072,-75.654785,0.0,14.10048,99.007034,0.0,-22.729147,-33.423115,0.0,-41.699999999999996,-40.3,50
85.59291,-11.563551,0.0,-81.141846,-81.12152,0.0,-91.20047,-70.742065,0.0,5.592215,-20.39591,0.0,-54.4,-38.8,50
5.160451,13.270128,0.0,4.3192506,12.695813,0.0,-54.512005,2.4870396,0.0,1.5873313,-85.568436,0.0,-35.39999999999999,18.80000000000001,50
-41.398453,-50.233383,0.0,-2.4889827,16.536081,0.0,-97.594925,23.16029,0.0,99.120476,81.08406,0.0,-46.9,19.0,50
53.54315,72.81301,0.0,-94.714485,-45.357483,0.0,-62.37405,-88.317375,0.0,6.3993573,-66.92827,0.0,7.1000000000000085,-76.5,50
67.01923,80.46773,0.0,42.09851,28.425873,0.0,-53.708786,-9.34639,0.0,-76.38648,78.35513,0.0,34.20000000000002,72.0,50
98.73377,-52.512024,0.0,-15.743619,-76.96793,0.0,-60.468563,-0.05093217,0.0,-48.405003,-72.721794,0.0,-32.3,-82.9,50
1.0109305,99.055954,0.0,99.34004,-5.1493645,0.0,-67.726494,1.8879771,0.0,35.6758,47.965195,0.0,-8.099999999999994,90.9,50
-64.44941,-81.57675,0.0,-94.179634,47.525288,0.0,41.01683,21.729279,0.0,-69.22647,-90.08073,0.0,-68.7,9.600000000000009,50
68.080376,-72.52404,0.0,4.344821,17.547821,0.0,-17.697912,87.78659,0.0,-36.29304,12.2017145,0.0,17.400000000000006,23.400000000000006,50
-90.63474,18.183804,0.0,33.435547,-5.6957603,0.0,28.205025,-30.116451,0.0,36.00073,88.756226,0.0,42.099999999999994,17.10000000000001,50
48.104774,91.9351,0.0,-75.35459,25.51744,0.0,6.1142445,-87.72593,0.0,-78.94457,7.217574,0.0,-51.3,34.80000000000001,50
-37.59579,-52.6617,0.0,82.98363,33.758713,0.0,-21.65671,24.459278,0.0,-70.54807,-19.363207,0.0,-47.3,-1.0,50
33.056152,-70.02584,0.0,18.110334,21.712267,0.0,-95.76793,-51.7458,0.0,-23.442852,67.04948,0.0,-56.199999999999996,8.300000000000011,50
7.2013617,71.92906,0.0,-77.90351,-77.25791,0.0,32.849754,-21.270782,0.0,62.51259,64.927826,0.0,46.5,49.0,50
2.361846,-68.46602,0.0,97.4848,85.87422,0.0,-41.86672,9.597027,0.0,25.891613,59.45314,0.0,56.900000000000006,28.599999999999994,50
-90.99733,-61.536198,0.0,3.5028577,16.559898,0.0,-67.91275,-3.8913488,0.0,39.061546,27.57448,0.0,-61.4,27.0,50
93.21078,-20.130354,0.0,-77.48268,-54.621304,0.0,-87.20822,8.789623,0.0,98.09395,18.853378,0.0,-53.3,20.5,50
-13.426733,-92.816444,0.0,-88.85076,49.010395,0.0,98.34871,-88.30512,0.0,-35.19762,88.92096,0.0,-43.0,-66.6,50
-87.94077,81.27979,0.0,10.350227,-64.57542,0.0,76.03339,-96.26359,0.0,94.31597,88.301216,0.0,-11.0,-73.4,50
7.310164,-36.219246,0.0,-41.129692,-77.93661,0.0,79.475,14.460015,0.0,-14.283901,-74.972466,0.0,-1.5999999999999943,-77.2,50
77.593185,-2.824217,0.0,33.01264,22.784351,0.0,-25.989866,-98.73393,0.0,69.18378,63.18389,0.0,83.30000000000001,2.9000000000000057,50
-51.268517,-34.051376,0.0,-54.1591,-8.626002,0.0,2.1997333,-32.28368,0.0,74.48383,-20.889748,0.0,-36.0,-32.7,50
71.31379,11.081028,0.0,52.729523,91.39335,0.0,-72.70642,-66.97838,0.0,-33.37275,-50.342373,0.0,-89.5,23.900000000000006,50
61.983574,-36.623837,0.0,76.15774,48.254383,0.0,-3.0273616,95.762344,0.0,-20.06166,62.486076,0.0,18.80000000000001,58.0,50
-68.22853,27.360939,0.0,37.39052,87.843254,0.0,92.815956,18.820799,0.0,-45.305763,83.29269,0.0,-5.299999999999997,79.80000000000001,50
82.74361,4.3723464,0.0,-91.125046,-60.163467,0.0,38.377346,70.64507,0.0,-74.00335,-75.939964,0.0,-21.19999999999999,48.70000000000002,50
45.607258,95.48384,0.0,57.52504,-24.555891,0.0,68.18806,13.196743,0.0,93.64338,41.09942,0.0,67.60000000000002,42.900000000000006,50
78.953705,-16.29396,0.0,27.659714,-63.924927,0.0,-63.697792,-25.072617,0.0,61.503757,-75.344475,0.0,80.4,-42.099999999999994,50
-32.441742,-28.5088,0.0,54.879475,-42.429058,0.0,6.202638,99.79693,0.0,22.671581,-97.09431,0.0,48.70000000000002,-38.9,50
57.672546,76.478485,0.0,-41.98245,-53.290707,0.0,58.374657,77.12338,0.0,-32.978313,-81.08221,0.0,-48.599999999999994,48.900000000000006,50
-50.457695,94.36467,0.0,-90.86422,17.378544,0.0,-97.06424,88.3466,0.0,46.828426,73.185555,0.0,-65.9,76.5,50
-86.40059,88.75006,0.0,-90.01614,-91.66507,0.0,2.967608,96.300766,0.0,-27.620571,-76.16343,0.0,-84.7,-4.3999999999999915,50
22.807896,3.025782,0.0,-98.595474,42.412483,0.0,66.5161,66.89123,0.0,92.52539,-98.631996,0.0,77.4,69.10000000000002,50
-59.42603,-38.276016,0.0,-48.053925,-79.14126,0.0,-80.8857,-2.610755,0.0,97.893295,41.05693,0.0,-54.9,-21.69999999999999,50
51.506065,68.291405,0.0,-63.298676,76.897156,0.0,49.979927,-7.7503204,0.0,-78.35164,91.794586,0.0,-57.3,69.5,50
-24.190308,94.49503,0.0,81.34575,-20.613802,0.0,23.991882,-19.981617,0.0,0.071930885,59.03845,0.0,79.70000000000002,49.70000000000002,50
-75.61313,-25.76394,0.0,-98.67249,-71.955444,0.0,-48.504616,-34.999718,0.0,-66.20075,69.266045,0.0,-70.5,-30.39999999999999,50
-35.514145,-77.89471,0.0,-57.13585,-43.672855,0.0,9.038615,56.554268,0.0,39.55294,-40.16738,0.0,-36.0,-80.0,50
-61.32338,-78.007355,0.0,-85.61459,-45.74428,0.0,-66.73514,-56.726566,0.0,-44.758217,-51.364353,0.0,-64.4,-58.099999999999994,50
44.42252,75.54709,0.0,74.02518,68.29536,0.0,-96.83745,-64.83231,0.0,-99.4257,-82.25181,0.0,-25.0,52.20000000000002,50
-4.144037,-79.30866,0.0,97.19946,-64.84576,0.0,20.713985,69.45475,0.0,43.456436,-92.58244,0.0,40.0,-73.3,50
