t_s,watts,rail,raw_power
1.478,2.767000,POM_5V_IN,"{'volt': 5088, 'curr': 544, 'power': 2767, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2640, 'name': 'POM_5V_IN'}"
2.479,2.767000,POM_5V_IN,"{'volt': 5088, 'curr': 544, 'power': 2767, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 2703, 'name': 'POM_5V_IN'}"
3.480,4.729000,POM_5V_IN,"{'volt': 4968, 'curr': 952, 'power': 4729, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3716, 'name': 'POM_5V_IN'}"
4.481,4.840000,POM_5V_IN,"{'volt': 4960, 'curr': 976, 'power': 4840, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4278, 'name': 'POM_5V_IN'}"
5.482,4.769000,POM_5V_IN,"{'volt': 4968, 'curr': 960, 'power': 4769, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4523, 'name': 'POM_5V_IN'}"
6.483,4.960000,POM_5V_IN,"{'volt': 4952, 'curr': 1000, 'power': 4960, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4741, 'name': 'POM_5V_IN'}"
7.484,4.840000,POM_5V_IN,"{'volt': 4960, 'curr': 976, 'power': 4840, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4790, 'name': 'POM_5V_IN'}"
8.485,4.880000,POM_5V_IN,"{'volt': 4960, 'curr': 984, 'power': 4880, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4835, 'name': 'POM_5V_IN'}"
9.486,4.880000,POM_5V_IN,"{'volt': 4960, 'curr': 984, 'power': 4880, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4857, 'name': 'POM_5V_IN'}"
10.487,4.697000,POM_5V_IN,"{'volt': 4976, 'curr': 944, 'power': 4697, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4777, 'name': 'POM_5V_IN'}"
11.488,4.769000,POM_5V_IN,"{'volt': 4968, 'curr': 960, 'power': 4769, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4773, 'name': 'POM_5V_IN'}"
12.489,4.697000,POM_5V_IN,"{'volt': 4976, 'curr': 944, 'power': 4697, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4735, 'name': 'POM_5V_IN'}"
13.490,4.769000,POM_5V_IN,"{'volt': 4968, 'curr': 960, 'power': 4769, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4752, 'name': 'POM_5V_IN'}"
14.491,4.697000,POM_5V_IN,"{'volt': 4976, 'curr': 944, 'power': 4697, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4724, 'name': 'POM_5V_IN'}"
15.492,4.809000,POM_5V_IN,"{'volt': 4968, 'curr': 968, 'power': 4809, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4766, 'name': 'POM_5V_IN'}"
16.493,4.840000,POM_5V_IN,"{'volt': 4960, 'curr': 976, 'power': 4840, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 4803, 'name': 'POM_5V_IN'}"
17.494,2.808000,POM_5V_IN,"{'volt': 5088, 'curr': 552, 'power': 2808, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3805, 'name': 'POM_5V_IN'}"
18.496,2.808000,POM_5V_IN,"{'volt': 5088, 'curr': 552, 'power': 2808, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3306, 'name': 'POM_5V_IN'}"
19.497,3.002000,POM_5V_IN,"{'volt': 5080, 'curr': 592, 'power': 3002, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3154, 'name': 'POM_5V_IN'}"
20.498,3.240000,POM_5V_IN,"{'volt': 5064, 'curr': 632, 'power': 3240, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3197, 'name': 'POM_5V_IN'}"
21.499,3.281000,POM_5V_IN,"{'volt': 5064, 'curr': 648, 'power': 3281, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3239, 'name': 'POM_5V_IN'}"
22.500,3.200000,POM_5V_IN,"{'volt': 5064, 'curr': 632, 'power': 3200, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3219, 'name': 'POM_5V_IN'}"
23.501,3.240000,POM_5V_IN,"{'volt': 5064, 'curr': 640, 'power': 3240, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3229, 'name': 'POM_5V_IN'}"
24.502,3.240000,POM_5V_IN,"{'volt': 5064, 'curr': 640, 'power': 3240, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3234, 'name': 'POM_5V_IN'}"
25.504,3.588000,POM_5V_IN,"{'volt': 5040, 'curr': 712, 'power': 3588, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3411, 'name': 'POM_5V_IN'}"
26.505,3.513000,POM_5V_IN,"{'volt': 5048, 'curr': 696, 'power': 3513, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3462, 'name': 'POM_5V_IN'}"
27.506,3.473000,POM_5V_IN,"{'volt': 5048, 'curr': 688, 'power': 3473, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3467, 'name': 'POM_5V_IN'}"
28.507,3.669000,POM_5V_IN,"{'volt': 5040, 'curr': 720, 'power': 3669, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3568, 'name': 'POM_5V_IN'}"
29.508,3.858000,POM_5V_IN,"{'volt': 5024, 'curr': 768, 'power': 3858, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3713, 'name': 'POM_5V_IN'}"
30.509,3.628000,POM_5V_IN,"{'volt': 5040, 'curr': 720, 'power': 3628, 'warn': 32760, 'crit': 32760, 'online': True, 'avg': 3670, 'name': 'POM_5V_IN'}"
